airport,apparentTemperature,cloudCover,daily icon,daily summary,dewPoint,epoch_time,humidity,icon,latitude,longitude,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
ATL,90.16,0.31,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening.",65.31,1538742600,0.47,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1018.16,Partly Cloudy,88.1,1538762400,6.0,3.25,290.0,8.4,1.98
ATL,91.22,0.69,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening.",65.14,1538742600,0.45,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1017.3,Mostly Cloudy,89.17,1538766000,4.0,3.32,334.0,6.84,2.36
ATL,91.4,0.41,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening.",64.22,1538742600,0.43,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1016.64,Partly Cloudy,89.81,1538769600,3.0,3.42,321.0,7.52,2.28
ATL,91.29,0.29,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening.",64.28,1538742600,0.43,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1016.4,Partly Cloudy,89.68,1538773200,2.0,3.81,349.0,6.44,1.02
ATL,90.6,0.41,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening.",64.63,1538742600,0.45,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1016.59,Partly Cloudy,88.85,1538776800,0.0,3.61,274.0,5.81,1.49
ATL,88.58,0.25,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening.",66.1,1538742600,0.51,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1016.81,Partly Cloudy,86.2,1538780400,0.0,4.0,313.0,4.21,1.69
ATL,84.61,0.31,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening.",67.79,1538742600,0.63,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1017.29,Partly Cloudy,81.79,1538784000,0.0,4.21,328.0,4.23,1.18
ATL,79.78,0.14,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening.",68.4,1538742600,0.7,clear-night,33.636667,-84.428056,0.0,0.0,,1017.84,Clear,78.89,1538787600,0.0,3.82,333.0,4.45,0.59
ATL,77.76,0.14,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening.",68.84,1538742600,0.77,clear-night,33.636667,-84.428056,0.0,0.0,,1018.3,Clear,76.79,1538791200,0.0,3.4,32.0,5.24,0.53
ATL,76.15,0.29,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening.",69.14,1538742600,0.82,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1018.37,Partly Cloudy,75.1,1538794800,0.0,3.89,56.0,3.14,0.79
ATL,74.79,0.11,partly-cloudy-day,Partly cloudy until evening.,69.13,1538829000,0.86,clear-night,33.636667,-84.428056,0.0,0.0,,1018.19,Clear,73.69,1538798400,0.0,3.72,304.0,2.55,0.27
ATL,74.08,0.0,partly-cloudy-day,Partly cloudy until evening.,69.23,1538829000,0.88,clear-night,33.636667,-84.428056,0.0,0.0,,1017.78,Clear,72.94,1538802000,0.0,4.29,63.0,3.13,0.42
ATL,72.58,0.0,partly-cloudy-day,Partly cloudy until evening.,68.99,1538829000,0.92,clear-night,33.636667,-84.428056,0.0,0.0,,1017.49,Clear,71.41,1538805600,0.0,2.98,34.0,2.27,0.42
ATL,71.94,0.0,partly-cloudy-day,Partly cloudy until evening.,68.78,1538829000,0.93,clear-night,33.636667,-84.428056,0.0,0.0,,1017.31,Clear,70.77,1538809200,0.0,3.25,94.0,2.27,0.43
ATL,71.28,0.0,partly-cloudy-day,Partly cloudy until evening.,68.63,1538829000,0.95,clear-night,33.636667,-84.428056,0.0,0.0,,1017.36,Clear,70.1,1538812800,0.0,3.66,27.0,2.22,0.65
ATL,70.95,0.0,partly-cloudy-day,Partly cloudy until evening.,68.16,1538829000,0.94,clear-night,33.636667,-84.428056,0.0,0.0,,1017.5,Clear,69.83,1538816400,0.0,3.23,64.0,2.78,0.36
ATL,70.4,0.0,partly-cloudy-day,Partly cloudy until evening.,67.66,1538829000,0.94,clear-night,33.636667,-84.428056,0.0,0.0,,1017.83,Clear,69.33,1538820000,0.0,3.27,49.0,3.72,0.95
ATL,70.33,0.0,partly-cloudy-day,Partly cloudy until evening.,67.63,1538829000,0.95,clear-night,33.636667,-84.428056,0.0,0.0,,1018.5,Clear,69.26,1538823600,0.0,3.27,49.0,4.78,0.99
ATL,70.33,0.08,partly-cloudy-day,Partly cloudy until evening.,67.68,1538829000,0.95,clear-day,33.636667,-84.428056,0.0,0.0,,1019.26,Clear,69.25,1538827200,0.0,2.4,35.0,5.1,1.27
ATL,73.47,0.3,partly-cloudy-day,Partly cloudy until evening.,68.99,1538829000,0.89,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1019.9,Partly Cloudy,72.35,1538830800,1.0,2.71,62.0,5.42,1.61
ATL,78.72,0.41,partly-cloudy-day,Partly cloudy until evening.,69.3,1538829000,0.75,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1020.15,Partly Cloudy,77.7,1538834400,2.0,3.23,100.0,7.07,1.98
ATL,85.75,0.34,partly-cloudy-day,Partly cloudy until evening.,69.42,1538829000,0.65,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1020.21,Partly Cloudy,82.16,1538838000,3.0,4.16,95.0,6.22,1.63
ATL,89.96,0.12,partly-cloudy-day,Partly cloudy until evening.,68.53,1538829000,0.56,clear-day,33.636667,-84.428056,0.0,0.0,,1020.11,Clear,86.16,1538841600,5.0,3.63,65.0,7.14,1.02
ATL,90.52,0.62,partly-cloudy-day,Partly cloudy until evening.,66.11,1538829000,0.48,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1019.74,Mostly Cloudy,88.01,1538845200,5.0,3.93,133.0,7.22,1.85
ATL,90.71,0.75,partly-cloudy-day,Partly cloudy until evening.,65.04,1538829000,0.46,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1019.09,Mostly Cloudy,88.75,1538848800,4.0,3.52,134.0,9.09,3.44
ATL,91.73,0.72,partly-cloudy-day,Partly cloudy until evening.,64.6,1538829000,0.43,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1018.52,Mostly Cloudy,89.93,1538852400,4.0,3.22,131.0,8.02,2.46
ATL,91.28,0.62,partly-cloudy-day,Partly cloudy until evening.,64.24,1538829000,0.43,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1018.07,Mostly Cloudy,89.69,1538856000,3.0,4.19,145.0,7.65,2.3
ATL,91.06,0.34,partly-cloudy-day,Partly cloudy until evening.,64.03,1538829000,0.43,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1017.83,Partly Cloudy,89.58,1538859600,2.0,3.46,134.0,6.98,2.82
ATL,89.49,0.46,partly-cloudy-day,Partly cloudy until evening.,64.58,1538829000,0.46,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1017.93,Partly Cloudy,87.83,1538863200,0.0,3.09,148.0,6.24,2.29
ATL,87.35,0.17,partly-cloudy-day,Partly cloudy until evening.,67.04,1538829000,0.56,clear-day,33.636667,-84.428056,0.0,0.0,,1018.19,Clear,84.59,1538866800,0.0,3.13,128.0,5.15,0.99
ATL,82.92,0.17,partly-cloudy-day,Partly cloudy until evening.,68.28,1538829000,0.67,clear-night,33.636667,-84.428056,0.0,0.0,,1018.57,Clear,80.21,1538870400,0.0,3.72,73.0,3.96,0.87
ATL,77.9,0.01,partly-cloudy-day,Partly cloudy until evening.,68.45,1538829000,0.75,clear-night,33.636667,-84.428056,0.0,0.0,,1018.91,Clear,76.98,1538874000,0.0,3.42,60.0,4.43,0.9
ATL,76.01,0.11,partly-cloudy-day,Partly cloudy until evening.,68.77,1538829000,0.81,clear-night,33.636667,-84.428056,0.0,0.0,,1019.38,Clear,75.0,1538877600,0.0,4.93,98.0,3.06,0.72
ATL,76.37,0.68,partly-cloudy-day,Partly cloudy until evening.,68.51,1538829000,0.79,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.75,Mostly Cloudy,75.41,1538881200,0.0,3.74,108.0,4.23,1.71
ATL,76.07,0.57,partly-cloudy-day,Partly cloudy until evening.,67.36,1538915400,0.77,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.78,Partly Cloudy,75.25,1538884800,0.0,4.31,139.0,4.54,1.56
ATL,74.61,0.56,partly-cloudy-day,Partly cloudy until evening.,67.31,1538915400,0.8,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.63,Partly Cloudy,73.76,1538888400,0.0,4.32,108.0,3.52,1.49
ATL,73.6,0.46,partly-cloudy-day,Partly cloudy until evening.,66.93,1538915400,0.82,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.74,Partly Cloudy,72.77,1538892000,0.0,4.14,86.0,3.46,1.35
ATL,72.31,0.22,partly-cloudy-day,Partly cloudy until evening.,66.47,1538915400,0.84,clear-night,33.636667,-84.428056,0.0,0.0,,1019.57,Clear,71.51,1538895600,0.0,3.37,108.0,3.28,1.55
ATL,71.32,0.21,partly-cloudy-day,Partly cloudy until evening.,66.44,1538915400,0.87,clear-night,33.636667,-84.428056,0.0,0.0,,1019.46,Clear,70.48,1538899200,0.0,3.74,112.0,2.92,0.91
ATL,70.58,0.49,partly-cloudy-day,Partly cloudy until evening.,66.21,1538915400,0.89,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.65,Partly Cloudy,69.74,1538902800,0.0,3.41,119.0,2.43,1.15
ATL,70.35,0.68,partly-cloudy-day,Partly cloudy until evening.,66.74,1538915400,0.91,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1020.25,Mostly Cloudy,69.42,1538906400,0.0,2.87,96.0,2.22,1.28
ATL,70.08,0.66,partly-cloudy-day,Partly cloudy until evening.,66.6,1538915400,0.92,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1020.75,Mostly Cloudy,69.16,1538910000,0.0,2.95,85.0,2.94,1.28
ATL,69.49,0.65,partly-cloudy-day,Partly cloudy until evening.,66.7,1538915400,0.94,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1021.28,Mostly Cloudy,68.52,1538913600,0.0,3.38,85.0,3.32,1.61
ATL,73.11,0.31,partly-cloudy-day,Partly cloudy until evening.,67.57,1538915400,0.85,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1022.28,Partly Cloudy,72.18,1538917200,1.0,2.74,83.0,5.64,2.36
ATL,76.94,0.22,partly-cloudy-day,Partly cloudy until evening.,68.57,1538915400,0.78,clear-day,33.636667,-84.428056,0.0,0.0,,1022.66,Clear,75.98,1538920800,2.0,3.12,93.0,7.38,3.13
ATL,82.3,0.09,partly-cloudy-day,Partly cloudy until evening.,68.46,1538915400,0.69,clear-day,33.636667,-84.428056,0.0,0.0,,1022.73,Clear,79.67,1538924400,4.0,3.86,92.0,7.67,3.4
ATL,85.65,0.15,partly-cloudy-day,Partly cloudy until evening.,67.04,1538915400,0.59,clear-day,33.636667,-84.428056,0.0,0.0,,1022.49,Clear,83.01,1538928000,5.0,2.71,95.0,8.84,4.4
ATL,86.85,0.32,partly-cloudy-day,Partly cloudy until evening.,65.63,1538915400,0.53,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1021.72,Partly Cloudy,84.77,1538931600,6.0,3.76,100.0,8.34,5.62
ATL,87.81,0.64,partly-cloudy-day,Partly cloudy until evening.,64.76,1538915400,0.49,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1021.02,Mostly Cloudy,86.11,1538935200,5.0,3.25,100.0,10.41,5.43
ATL,87.81,0.64,partly-cloudy-day,Partly cloudy until evening.,63.24,1538915400,0.46,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1020.23,Mostly Cloudy,86.81,1538938800,4.0,3.46,103.0,9.36,5.74
ATL,88.26,0.64,partly-cloudy-day,Partly cloudy until evening.,63.14,1538915400,0.45,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1019.94,Mostly Cloudy,87.31,1538942400,3.0,3.42,113.0,9.22,5.46
ATL,87.8,0.58,partly-cloudy-day,Partly cloudy until evening.,62.58,1538915400,0.44,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1019.6,Partly Cloudy,87.09,1538946000,2.0,3.32,124.0,8.72,5.22
ATL,87.41,0.22,partly-cloudy-day,Partly cloudy until evening.,62.93,1538915400,0.45,clear-day,33.636667,-84.428056,0.0,0.0,,1019.43,Clear,86.54,1538949600,0.0,4.22,126.0,7.32,3.84
ATL,85.08,0.27,partly-cloudy-day,Partly cloudy until evening.,63.64,1538915400,0.51,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1019.45,Partly Cloudy,83.82,1538953200,0.0,4.12,110.0,5.91,2.42
ATL,79.9,0.32,partly-cloudy-day,Partly cloudy until evening.,65.04,1538915400,0.62,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.63,Partly Cloudy,79.36,1538956800,0.0,4.67,110.0,4.9,1.38
ATL,77.59,0.32,partly-cloudy-day,Partly cloudy until evening.,65.44,1538915400,0.68,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.67,Partly Cloudy,77.01,1538960400,0.0,4.69,88.0,5.9,1.87
ATL,75.81,0.09,partly-cloudy-day,Partly cloudy until evening.,65.13,1538915400,0.71,clear-night,33.636667,-84.428056,0.0,0.0,,1020.08,Clear,75.25,1538964000,0.0,4.47,108.0,4.42,2.1
ATL,74.67,0.12,partly-cloudy-day,Partly cloudy until evening.,64.9,1538915400,0.73,clear-night,33.636667,-84.428056,0.0,0.0,,1020.46,Clear,74.13,1538967600,0.0,4.31,105.0,4.58,2.43
ATL,74.9,0.02,partly-cloudy-night,Mostly cloudy overnight.,64.61,1539001800,0.72,clear-night,33.636667,-84.428056,0.0,0.0,,1020.57,Clear,74.4,1538971200,0.0,3.97,94.0,3.84,2.45
ATL,73.75,0.0,partly-cloudy-night,Mostly cloudy overnight.,65.28,1539001800,0.76,clear-night,33.636667,-84.428056,0.0,0.0,,1020.79,Clear,73.14,1538974800,0.0,3.44,92.0,4.62,1.73
ATL,73.96,0.0,partly-cloudy-night,Mostly cloudy overnight.,65.66,1539001800,0.77,clear-night,33.636667,-84.428056,0.0,0.0,,1020.58,Clear,73.31,1538978400,0.0,3.37,85.0,4.13,2.1
ATL,73.74,0.04,partly-cloudy-night,Mostly cloudy overnight.,66.18,1539001800,0.79,clear-night,33.636667,-84.428056,0.0,0.0,,1020.65,Clear,73.02,1538982000,0.0,3.6,87.0,4.82,2.62
ATL,73.62,0.36,partly-cloudy-night,Mostly cloudy overnight.,66.77,1539001800,0.81,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1020.18,Partly Cloudy,72.81,1538985600,0.0,3.09,77.0,5.3,2.96
ATL,73.21,0.31,partly-cloudy-night,Mostly cloudy overnight.,67.36,1539001800,0.84,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1020.1,Partly Cloudy,72.31,1538989200,0.0,3.42,69.0,5.41,2.32
ATL,73.13,0.13,partly-cloudy-night,Mostly cloudy overnight.,67.7,1539001800,0.86,clear-night,33.636667,-84.428056,0.0,0.0,,1020.32,Clear,72.18,1538992800,0.0,3.49,73.0,7.89,3.2
ATL,72.5,,partly-cloudy-night,Mostly cloudy overnight.,68.57,1539001800,0.91,clear-night,33.636667,-84.428056,,,rain,1020.37,Clear,71.39,1538996400,0.0,,76.0,,3.28
ATL,72.86,0.28,partly-cloudy-night,Mostly cloudy overnight.,69.29,1539001800,0.92,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1020.86,Partly Cloudy,71.66,1539000000,0.0,3.4,77.0,7.41,4.18
ATL,74.1,0.79,partly-cloudy-night,Mostly cloudy overnight.,70.27,1539001800,0.92,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1021.3,Mostly Cloudy,72.81,1539003600,1.0,3.04,98.0,7.82,4.78
ATL,75.75,1.0,partly-cloudy-night,Mostly cloudy overnight.,70.45,1539001800,0.87,cloudy,33.636667,-84.428056,0.0,0.0,,1021.74,Overcast,74.5,1539007200,2.0,3.12,98.0,8.61,5.29
ATL,77.38,0.97,partly-cloudy-night,Mostly cloudy overnight.,69.99,1539001800,0.81,cloudy,33.636667,-84.428056,0.0,0.0,,1022.11,Overcast,76.25,1539010800,3.0,2.76,103.0,9.78,5.7
ATL,79.38,0.87,partly-cloudy-night,Mostly cloudy overnight.,69.49,1539001800,0.74,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1021.93,Mostly Cloudy,78.35,1539014400,4.0,2.85,101.0,11.5,6.05
ATL,84.33,0.75,partly-cloudy-night,Mostly cloudy overnight.,68.34,1539001800,0.65,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1021.43,Mostly Cloudy,81.36,1539018000,4.0,4.1,96.0,12.99,6.48
ATL,86.69,0.75,partly-cloudy-night,Mostly cloudy overnight.,68.02,1539001800,0.6,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1020.54,Mostly Cloudy,83.54,1539021600,4.0,3.61,109.0,12.96,6.91
ATL,87.01,0.75,partly-cloudy-night,Mostly cloudy overnight.,67.58,1539001800,0.58,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1019.7,Mostly Cloudy,84.02,1539025200,4.0,3.97,106.0,15.11,7.35
ATL,86.67,0.67,partly-cloudy-night,Mostly cloudy overnight.,67.45,1539001800,0.58,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1019.12,Mostly Cloudy,83.78,1539028800,3.0,3.86,94.0,11.42,6.47
ATL,86.29,0.49,partly-cloudy-night,Mostly cloudy overnight.,67.27,1539001800,0.58,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1018.73,Partly Cloudy,83.5,1539032400,2.0,4.12,90.0,10.69,5.85
ATL,85.46,0.63,partly-cloudy-night,Mostly cloudy overnight.,67.19,1539001800,0.59,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1018.81,Mostly Cloudy,82.78,1539036000,0.0,3.68,95.0,12.02,5.94
ATL,83.2,0.7,partly-cloudy-night,Mostly cloudy overnight.,67.39,1539001800,0.64,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1018.81,Mostly Cloudy,80.68,1539039600,0.0,3.47,90.0,12.46,6.06
ATL,78.06,0.69,partly-cloudy-night,Mostly cloudy overnight.,67.57,1539001800,0.72,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.24,Mostly Cloudy,77.24,1539043200,0.0,4.05,91.0,9.01,4.57
ATL,76.63,0.54,partly-cloudy-night,Mostly cloudy overnight.,67.72,1539001800,0.76,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.71,Partly Cloudy,75.77,1539046800,0.0,10.0,93.0,8.99,5.88
ATL,75.9,0.53,partly-cloudy-night,Mostly cloudy overnight.,67.54,1539001800,0.78,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.85,Partly Cloudy,75.05,1539050400,0.0,4.05,93.0,9.45,5.4
ATL,75.37,0.49,partly-cloudy-night,Mostly cloudy overnight.,67.51,1539001800,0.79,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1020.12,Partly Cloudy,74.51,1539054000,0.0,3.73,96.0,8.94,5.33
ATL,74.84,,cloudy,Overcast throughout the day.,68.3,1539088200,0.83,clear-night,33.636667,-84.428056,,,rain,1020.18,Clear,73.86,1539057600,0.0,3.99,98.0,8.58,5.95
ATL,74.46,0.28,cloudy,Overcast throughout the day.,68.9,1539088200,0.86,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.49,Partly Cloudy,73.39,1539061200,0.0,3.62,96.0,10.56,5.21
ATL,74.24,0.83,cloudy,Overcast throughout the day.,68.99,1539088200,0.87,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1019.38,Mostly Cloudy,73.15,1539064800,0.0,3.51,95.0,12.33,6.91
ATL,74.24,0.95,cloudy,Overcast throughout the day.,68.73,1539088200,0.86,cloudy,33.636667,-84.428056,0.0,0.0,,1019.23,Overcast,73.18,1539068400,0.0,3.5,93.0,12.81,6.47
ATL,74.07,0.9,cloudy,Overcast throughout the day.,68.6,1539088200,0.86,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1018.76,Mostly Cloudy,73.02,1539072000,0.0,3.49,98.0,10.49,5.86
ATL,73.85,1.0,cloudy,Overcast throughout the day.,68.34,1539088200,0.86,cloudy,33.636667,-84.428056,0.0,0.0,,1018.7,Overcast,72.83,1539075600,0.0,3.09,90.0,9.78,5.42
ATL,73.86,1.0,cloudy,Overcast throughout the day.,68.25,1539088200,0.86,cloudy,33.636667,-84.428056,,,rain,1018.72,Overcast,72.86,1539079200,0.0,,,,
ATL,73.56,1.0,cloudy,Overcast throughout the day.,68.38,1539088200,0.87,cloudy,33.636667,-84.428056,0.0,0.0,,1018.92,Overcast,72.53,1539082800,0.0,2.7,97.0,9.75,5.71
ATL,73.21,1.0,cloudy,Overcast throughout the day.,67.47,1539088200,0.85,cloudy,33.636667,-84.428056,0.0,0.0,,1019.22,Overcast,72.29,1539086400,0.0,2.95,90.0,10.84,5.94
ATL,72.66,1.0,cloudy,Overcast throughout the day.,67.45,1539088200,0.86,cloudy,33.636667,-84.428056,0.0,0.0,,1019.44,Overcast,71.73,1539090000,1.0,2.76,88.0,9.42,5.39
ATL,72.26,1.0,cloudy,Overcast throughout the day.,68.24,1539088200,0.9,cloudy,33.636667,-84.428056,0.0,0.0,,1019.81,Overcast,71.19,1539093600,2.0,2.98,78.0,8.28,5.78
ATL,72.69,1.0,cloudy,Overcast throughout the day.,68.81,1539088200,0.91,cloudy,33.636667,-84.428056,0.0019,0.24,rain,1019.32,Overcast,71.56,1539097200,3.0,2.27,82.0,11.48,5.71
ATL,73.66,1.0,cloudy,Overcast throughout the day.,69.97,1539088200,0.92,cloudy,33.636667,-84.428056,0.0035,0.43,rain,1018.95,Overcast,72.39,1539100800,3.0,3.46,84.0,9.12,6.5
ATL,75.85,1.0,cloudy,Overcast throughout the day.,69.29,1539088200,0.83,cloudy,33.636667,-84.428056,0.0024,0.29,rain,1018.42,Overcast,74.77,1539104400,4.0,4.09,88.0,10.5,6.39
ATL,76.34,1.0,cloudy,Overcast throughout the day.,70.42,1539088200,0.85,cloudy,33.636667,-84.428056,0.0013,0.2,rain,1017.58,Overcast,75.12,1539108000,4.0,3.38,90.0,10.87,6.44
ATL,77.73,0.95,cloudy,Overcast throughout the day.,69.99,1539088200,0.8,cloudy,33.636667,-84.428056,0.0061,0.38,rain,1016.67,Overcast,76.6,1539111600,3.0,3.7,88.0,9.39,5.61
ATL,81.67,0.87,cloudy,Overcast throughout the day.,69.52,1539088200,0.73,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1015.79,Mostly Cloudy,79.02,1539115200,3.0,3.45,89.0,11.75,7.4
ATL,82.46,0.72,cloudy,Overcast throughout the day.,69.14,1539088200,0.7,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1015.1,Mostly Cloudy,79.67,1539118800,1.0,3.26,76.0,12.09,6.29
ATL,81.92,0.78,cloudy,Overcast throughout the day.,68.48,1539088200,0.69,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1014.75,Mostly Cloudy,79.37,1539122400,0.0,3.26,82.0,12.13,6.68
ATL,78.4,0.83,cloudy,Overcast throughout the day.,68.76,1539088200,0.75,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1014.92,Mostly Cloudy,77.45,1539126000,0.0,2.74,82.0,11.55,6.4
ATL,75.54,1.0,cloudy,Overcast throughout the day.,69.88,1539088200,0.86,cloudy,33.636667,-84.428056,0.0096,0.33,rain,1014.88,Overcast,74.36,1539129600,0.0,3.51,95.0,11.05,5.36
ATL,74.64,0.94,cloudy,Overcast throughout the day.,69.31,1539088200,0.87,cloudy,33.636667,-84.428056,0.0012,0.15,rain,1014.95,Overcast,73.52,1539133200,0.0,4.12,88.0,9.98,5.53
ATL,74.35,0.91,cloudy,Overcast throughout the day.,69.3,1539088200,0.88,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1014.8,Mostly Cloudy,73.21,1539136800,0.0,3.96,89.0,13.76,6.79
ATL,74.23,1.0,cloudy,Overcast throughout the day.,69.63,1539088200,0.89,cloudy,33.636667,-84.428056,0.0,0.0,,1014.7,Overcast,73.04,1539140400,0.0,2.79,96.0,14.72,6.97
ATL,74.09,1.0,rain,Heavy rain starting in the evening.,69.35,1539174600,0.89,cloudy,33.636667,-84.428056,0.0002,0.04,rain,1014.39,Overcast,72.94,1539144000,0.0,3.44,99.0,15.52,7.14
ATL,73.62,1.0,rain,Heavy rain starting in the evening.,69.54,1539174600,0.91,cloudy,33.636667,-84.428056,0.0,0.0,,1014.04,Overcast,72.42,1539147600,0.0,2.56,102.0,11.45,7.02
ATL,73.24,1.0,rain,Heavy rain starting in the evening.,70.3,1539174600,0.95,cloudy,33.636667,-84.428056,0.0,0.0,,1013.29,Overcast,71.9,1539151200,0.0,2.53,100.0,12.19,6.86
ATL,72.78,1.0,rain,Heavy rain starting in the evening.,70.36,1539174600,0.97,fog,33.636667,-84.428056,0.0029,0.43,rain,1012.78,Foggy,71.4,1539154800,0.0,1.85,95.0,11.02,5.98
ATL,72.76,1.0,rain,Heavy rain starting in the evening.,70.59,1539174600,0.97,cloudy,33.636667,-84.428056,0.0081,0.83,rain,1012.11,Overcast,71.35,1539158400,0.0,2.23,96.0,6.82,4.85
ATL,73.25,,rain,Heavy rain starting in the evening.,70.83,1539174600,0.97,rain,33.636667,-84.428056,0.0111,0.91,rain,1011.67,Light Rain,71.82,1539162000,0.0,2.87,103.0,7.24,4.24
ATL,73.55,1.0,rain,Heavy rain starting in the evening.,71.36,1539174600,0.98,cloudy,33.636667,-84.428056,0.0056,0.7,rain,1011.71,Overcast,72.05,1539165600,0.0,2.11,89.0,7.87,4.29
ATL,73.94,,rain,Heavy rain starting in the evening.,71.72,1539174600,0.98,clear-night,33.636667,-84.428056,0.0058,0.63,rain,1011.49,Clear,72.41,1539169200,0.0,2.2,88.0,7.68,4.38
ATL,74.29,1.0,rain,Heavy rain starting in the evening.,71.92,1539174600,0.97,cloudy,33.636667,-84.428056,0.0022,0.3,rain,1011.48,Overcast,72.74,1539172800,0.0,2.69,102.0,6.83,4.15
ATL,74.73,1.0,rain,Heavy rain starting in the evening.,72.25,1539174600,0.97,cloudy,33.636667,-84.428056,0.0028,0.37,rain,1011.55,Humid and Overcast,73.16,1539176400,0.0,3.01,97.0,6.18,4.23
ATL,75.86,1.0,rain,Heavy rain starting in the evening.,72.56,1539174600,0.94,cloudy,33.636667,-84.428056,0.002,0.28,rain,1011.71,Humid and Overcast,74.29,1539180000,1.0,2.69,97.0,8.14,4.99
ATL,77.36,,rain,Heavy rain starting in the evening.,73.21,1539174600,0.92,clear-day,33.636667,-84.428056,,,rain,1011.73,Humid,75.77,1539183600,,3.74,96.0,8.8,4.97
ATL,78.9,,rain,Heavy rain starting in the evening.,73.5,1539174600,0.88,clear-day,33.636667,-84.428056,,,rain,1011.06,Humid,77.33,1539187200,,,106.0,,5.73
ATL,83.44,0.8,rain,Heavy rain starting in the evening.,73.02,1539174600,0.8,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1010.22,Humid and Mostly Cloudy,79.6,1539190800,4.0,3.64,97.0,10.9,6.01
