airport,apparentTemperature,cloudCover,daily icon,daily summary,dewPoint,epoch_time,humidity,icon,latitude,longitude,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
ATL,76.53,0.7,rain,Rain in the evening.,72.54,1534595400,0.92,partly-cloudy-night,33.636667,-84.428056,0.0037,0.16,rain,1019.39,Humid and Mostly Cloudy,75.0,1534564800,0.0,3.54,214.0,6.29,3.35
ATL,75.77,0.69,rain,Rain in the evening.,72.39,1534595400,0.94,partly-cloudy-night,33.636667,-84.428056,0.001,0.11,rain,1019.03,Humid and Mostly Cloudy,74.23,1534568400,0.0,3.79,217.0,5.89,3.31
ATL,75.18,0.79,rain,Rain in the evening.,72.37,1534595400,0.96,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1018.87,Humid and Mostly Cloudy,73.61,1534572000,0.0,3.61,219.0,6.23,4.22
ATL,74.91,0.87,rain,Rain in the evening.,72.13,1534595400,0.96,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1018.86,Humid and Mostly Cloudy,73.36,1534575600,0.0,3.78,231.0,8.6,4.68
ATL,74.67,0.69,rain,Rain in the evening.,71.57,1534595400,0.95,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1018.68,Mostly Cloudy,73.2,1534579200,0.0,3.53,235.0,7.04,4.07
ATL,74.71,0.8,rain,Rain in the evening.,71.58,1534595400,0.95,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1018.45,Mostly Cloudy,73.24,1534582800,0.0,3.98,241.0,6.64,3.69
ATL,74.93,0.9,rain,Rain in the evening.,71.53,1534595400,0.94,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1018.32,Mostly Cloudy,73.48,1534586400,0.0,3.61,229.0,7.95,4.24
ATL,75.08,0.86,rain,Rain in the evening.,71.8,1534595400,0.94,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1018.53,Mostly Cloudy,73.59,1534590000,0.0,3.49,219.0,6.16,3.27
ATL,75.64,0.96,rain,Rain in the evening.,72.03,1534595400,0.93,cloudy,33.636667,-84.428056,0.0,0.0,,1018.76,Humid and Overcast,74.15,1534593600,0.0,3.22,227.0,7.7,3.82
ATL,76.47,1.0,rain,Rain in the evening.,72.23,1534595400,0.91,cloudy,33.636667,-84.428056,0.0,0.0,,1018.77,Humid and Overcast,74.98,1534597200,1.0,3.55,223.0,6.64,3.83
ATL,78.53,0.9,rain,Rain in the evening.,72.63,1534595400,0.86,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1018.38,Humid and Mostly Cloudy,77.07,1534600800,2.0,4.29,236.0,9.24,5.43
ATL,82.34,0.91,rain,Rain in the evening.,72.41,1534595400,0.8,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1018.33,Humid and Mostly Cloudy,79.07,1534604400,4.0,2.83,233.0,8.52,5.39
ATL,85.62,0.85,rain,Rain in the evening.,72.3,1534595400,0.75,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1017.6,Humid and Mostly Cloudy,81.08,1534608000,5.0,3.1,238.0,9.24,5.71
ATL,88.24,0.75,rain,Rain in the evening.,72.18,1534595400,0.7,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1017.08,Humid and Mostly Cloudy,82.9,1534611600,6.0,3.73,237.0,8.77,6.1
ATL,90.62,0.75,rain,Rain in the evening.,72.12,1534595400,0.66,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1016.26,Humid and Mostly Cloudy,84.66,1534615200,6.0,3.1,230.0,9.26,6.15
ATL,91.87,0.75,rain,Rain in the evening.,72.08,1534595400,0.64,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1015.21,Humid and Mostly Cloudy,85.64,1534618800,6.0,3.73,219.0,11.66,5.28
ATL,90.35,0.75,rain,Rain in the evening.,72.71,1534595400,0.69,partly-cloudy-day,33.636667,-84.428056,0.0061,0.26,rain,1014.99,Humid and Mostly Cloudy,84.14,1534622400,5.0,3.62,216.0,9.51,5.28
ATL,85.89,0.76,rain,Rain in the evening.,73.9,1534595400,0.8,rain,33.636667,-84.428056,0.1155,0.7,rain,1014.58,Rain,80.78,1534626000,3.0,2.55,226.0,7.93,4.22
ATL,78.42,0.95,rain,Rain in the evening.,73.21,1534595400,0.89,rain,33.636667,-84.428056,0.1446,0.91,rain,1015.09,Rain,76.87,1534629600,2.0,2.48,211.0,9.75,3.62
ATL,76.78,0.9,rain,Rain in the evening.,73.25,1534595400,0.94,rain,33.636667,-84.428056,0.0633,0.69,rain,1014.82,Rain,75.15,1534633200,0.0,3.05,204.0,10.15,4.93
ATL,75.56,0.91,rain,Rain in the evening.,72.73,1534595400,0.96,rain,33.636667,-84.428056,0.018,0.73,rain,1015.13,Light Rain,73.95,1534636800,0.0,3.45,217.0,7.85,4.76
ATL,75.59,0.96,rain,Rain in the evening.,72.54,1534595400,0.95,cloudy,33.636667,-84.428056,0.0054,0.55,rain,1014.98,Humid and Overcast,74.02,1534640400,0.0,3.78,225.0,6.39,3.44
ATL,75.56,0.81,rain,Rain in the evening.,72.61,1534595400,0.96,partly-cloudy-night,33.636667,-84.428056,0.0021,0.24,rain,1015.03,Humid and Mostly Cloudy,73.98,1534644000,0.0,4.05,226.0,5.47,2.84
ATL,75.74,0.9,rain,Rain in the evening.,73.14,1534595400,0.97,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1015.17,Humid and Mostly Cloudy,74.07,1534647600,0.0,3.83,225.0,4.95,3.53
ATL,75.3,0.81,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.63,1534681800,0.96,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1015.1,Humid and Mostly Cloudy,73.7,1534651200,0.0,4.14,233.0,5.79,3.51
ATL,75.0,0.89,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.52,1534681800,0.97,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1014.67,Humid and Mostly Cloudy,73.4,1534654800,0.0,3.49,234.0,6.36,3.89
ATL,74.81,0.9,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.19,1534681800,0.97,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1014.35,Humid and Mostly Cloudy,73.25,1534658400,0.0,3.45,234.0,5.93,3.47
ATL,74.55,0.85,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.94,1534681800,0.96,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1014.25,Mostly Cloudy,73.02,1534662000,0.0,3.76,233.0,5.93,4.17
ATL,74.27,0.81,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.64,1534681800,0.96,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1014.28,Mostly Cloudy,72.77,1534665600,0.0,3.9,232.0,5.3,3.06
ATL,74.09,0.99,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.52,1534681800,0.96,cloudy,33.636667,-84.428056,0.0,0.0,,1014.26,Overcast,72.6,1534669200,0.0,3.47,243.0,4.8,2.8
ATL,73.86,0.81,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.31,1534681800,0.96,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1014.38,Mostly Cloudy,72.39,1534672800,0.0,3.54,233.0,4.81,3.06
ATL,74.15,0.86,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.44,1534681800,0.96,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1015.11,Mostly Cloudy,72.68,1534676400,0.0,2.7,243.0,5.16,2.6
ATL,74.38,0.98,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.76,1534681800,0.96,cloudy,33.636667,-84.428056,0.0,0.0,,1015.53,Overcast,72.87,1534680000,0.0,2.55,254.0,4.79,2.4
ATL,75.85,0.99,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.89,1534681800,0.92,cloudy,33.636667,-84.428056,0.0,0.0,,1015.89,Overcast,74.39,1534683600,1.0,2.84,238.0,5.64,3.14
ATL,77.14,0.97,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.51,1534681800,0.87,cloudy,33.636667,-84.428056,0.0,0.0,,1016.2,Overcast,75.79,1534687200,2.0,4.14,232.0,6.37,4.26
ATL,78.39,0.99,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.63,1534681800,0.83,cloudy,33.636667,-84.428056,0.0,0.0,,1016.41,Overcast,77.07,1534690800,4.0,3.44,237.0,7.14,4.36
ATL,79.18,0.95,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.73,1534681800,0.81,cloudy,33.636667,-84.428056,0.0,0.0,,1016.46,Overcast,77.86,1534694400,4.0,3.67,234.0,7.78,4.56
ATL,82.58,0.98,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.84,1534681800,0.78,cloudy,33.636667,-84.428056,0.0004,0.11,rain,1016.5,Overcast,79.29,1534698000,5.0,2.98,249.0,8.3,4.59
ATL,83.7,0.85,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.17,1534681800,0.77,partly-cloudy-day,33.636667,-84.428056,0.0016,0.22,rain,1016.12,Humid and Mostly Cloudy,79.91,1534701600,5.0,2.95,251.0,7.62,4.09
ATL,86.96,0.91,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.98,1534681800,0.72,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1015.58,Mostly Cloudy,82.08,1534705200,5.0,3.62,232.0,8.85,4.8
ATL,87.55,0.82,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.95,1534681800,0.71,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1014.97,Mostly Cloudy,82.51,1534708800,4.0,4.02,240.0,8.51,4.82
ATL,89.56,0.75,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.71,1534681800,0.67,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1014.18,Mostly Cloudy,84.08,1534712400,3.0,4.32,229.0,8.23,4.27
ATL,89.09,0.74,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.92,1534681800,0.68,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1014.35,Mostly Cloudy,83.63,1534716000,2.0,3.91,212.0,7.54,4.22
ATL,88.03,0.72,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.37,1534681800,0.71,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1014.17,Humid and Mostly Cloudy,82.67,1534719600,0.0,3.61,213.0,7.55,3.84
ATL,84.99,0.72,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.97,1534681800,0.78,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1014.58,Humid and Mostly Cloudy,80.5,1534723200,0.0,3.67,219.0,7.05,3.52
ATL,79.69,0.71,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.75,1534681800,0.83,partly-cloudy-night,33.636667,-84.428056,0.0008,0.07,rain,1014.7,Humid and Mostly Cloudy,78.25,1534726800,0.0,3.97,222.0,6.23,2.5
ATL,78.29,0.52,partly-cloudy-day,Humid and mostly cloudy throughout the day.,73.2,1534681800,0.89,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1015.24,Humid and Partly Cloudy,76.74,1534730400,0.0,4.05,241.0,5.71,2.18
ATL,77.57,0.43,partly-cloudy-day,Humid and mostly cloudy throughout the day.,73.28,1534681800,0.91,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1015.56,Humid and Partly Cloudy,75.98,1534734000,0.0,3.35,218.0,5.06,2.04
ATL,76.61,0.25,rain,Light rain in the evening.,72.69,1534768200,0.92,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1015.98,Humid and Partly Cloudy,75.06,1534737600,0.0,3.93,219.0,5.12,3.0
ATL,75.57,0.18,rain,Light rain in the evening.,72.39,1534768200,0.95,clear-night,33.636667,-84.428056,0.0,0.0,,1016.27,Humid,74.01,1534741200,0.0,3.69,221.0,5.55,3.04
ATL,75.15,0.35,rain,Light rain in the evening.,71.85,1534768200,0.94,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1016.29,Partly Cloudy,73.67,1534744800,0.0,3.73,225.0,5.51,3.25
ATL,74.44,0.66,rain,Light rain in the evening.,71.32,1534768200,0.94,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1015.91,Mostly Cloudy,73.0,1534748400,0.0,3.38,226.0,5.14,3.03
ATL,73.94,0.68,rain,Light rain in the evening.,70.97,1534768200,0.95,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1016.04,Mostly Cloudy,72.53,1534752000,0.0,3.64,246.0,5.44,3.52
ATL,73.92,0.88,rain,Light rain in the evening.,71.05,1534768200,0.95,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1016.02,Mostly Cloudy,72.49,1534755600,0.0,3.54,245.0,6.5,3.76
ATL,74.1,1.0,rain,Light rain in the evening.,70.71,1534768200,0.93,cloudy,33.636667,-84.428056,0.0,0.0,,1016.15,Overcast,72.74,1534759200,0.0,4.17,255.0,7.12,3.36
ATL,74.07,1.0,rain,Light rain in the evening.,70.5,1534768200,0.93,cloudy,33.636667,-84.428056,0.0,0.0,,1016.69,Overcast,72.74,1534762800,0.0,2.98,248.0,7.32,3.56
ATL,74.59,1.0,rain,Light rain in the evening.,70.5,1534768200,0.91,cloudy,33.636667,-84.428056,0.0,0.0,,1017.54,Overcast,73.28,1534766400,0.0,3.24,241.0,6.79,3.43
ATL,75.45,0.93,rain,Light rain in the evening.,70.8,1534768200,0.89,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1017.41,Mostly Cloudy,74.14,1534770000,1.0,3.1,256.0,5.78,3.1
ATL,77.1,0.86,rain,Light rain in the evening.,70.94,1534768200,0.85,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1017.69,Mostly Cloudy,75.83,1534773600,2.0,3.09,231.0,5.29,3.04
ATL,78.02,1.0,rain,Light rain in the evening.,71.11,1534768200,0.83,cloudy,33.636667,-84.428056,0.0,0.0,,1018.69,Overcast,76.75,1534777200,4.0,3.12,222.0,5.94,3.19
ATL,79.17,1.0,rain,Light rain in the evening.,71.85,1534768200,0.82,cloudy,33.636667,-84.428056,0.0,0.0,,1018.73,Overcast,77.84,1534780800,4.0,3.01,233.0,7.25,3.34
ATL,82.97,0.9,rain,Light rain in the evening.,72.09,1534768200,0.78,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1018.16,Humid and Mostly Cloudy,79.48,1534784400,5.0,4.29,233.0,8.2,3.69
ATL,85.92,0.76,rain,Light rain in the evening.,72.0,1534768200,0.73,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1017.37,Humid and Mostly Cloudy,81.37,1534788000,6.0,3.03,250.0,9.25,3.02
ATL,87.71,0.76,rain,Light rain in the evening.,71.55,1534768200,0.69,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1016.73,Mostly Cloudy,82.79,1534791600,5.0,3.69,247.0,8.15,1.68
ATL,89.07,0.78,rain,Light rain in the evening.,71.98,1534768200,0.68,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1016.19,Mostly Cloudy,83.59,1534795200,4.0,3.99,222.0,6.3,2.8
ATL,87.16,0.85,rain,Light rain in the evening.,72.49,1534768200,0.73,partly-cloudy-day,33.636667,-84.428056,0.0015,0.15,rain,1015.94,Humid and Mostly Cloudy,82.03,1534798800,3.0,3.39,197.0,7.46,3.57
ATL,82.05,0.86,rain,Light rain in the evening.,73.16,1534768200,0.83,partly-cloudy-day,33.636667,-84.428056,0.015,0.36,rain,1016.4,Humid and Mostly Cloudy,78.83,1534802400,2.0,3.07,195.0,10.21,4.48
ATL,78.09,0.93,rain,Light rain in the evening.,73.54,1534768200,0.91,rain,33.636667,-84.428056,0.0327,0.55,rain,1016.7,Light Rain,76.48,1534806000,0.0,2.46,204.0,8.63,3.84
ATL,77.03,0.85,rain,Light rain in the evening.,73.25,1534768200,0.93,rain,33.636667,-84.428056,0.028,0.56,rain,1016.36,Light Rain,75.42,1534809600,0.0,2.87,203.0,7.73,4.14
ATL,75.99,0.57,rain,Light rain in the evening.,72.68,1534768200,0.94,partly-cloudy-night,33.636667,-84.428056,0.0031,0.26,rain,1016.69,Humid and Partly Cloudy,74.42,1534813200,0.0,3.2,209.0,7.76,3.45
ATL,75.56,0.71,rain,Light rain in the evening.,72.41,1534768200,0.95,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1017.0,Humid and Mostly Cloudy,74.01,1534816800,0.0,3.55,202.0,6.37,3.08
ATL,75.62,0.93,rain,Light rain in the evening.,72.51,1534768200,0.95,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1017.29,Humid and Mostly Cloudy,74.05,1534820400,0.0,3.41,204.0,6.52,2.58
ATL,75.34,0.82,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.23,1534854600,0.95,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1017.48,Humid and Mostly Cloudy,73.8,1534824000,0.0,3.43,210.0,6.7,3.41
ATL,74.94,1.0,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.03,1534854600,0.95,cloudy,33.636667,-84.428056,0.0,0.0,,1017.51,Humid and Overcast,73.41,1534827600,0.0,3.69,222.0,6.37,3.54
ATL,74.71,1.0,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.84,1534854600,0.96,cloudy,33.636667,-84.428056,0.0,0.0,,1017.38,Overcast,73.2,1534831200,0.0,3.3,227.0,6.1,4.12
ATL,74.44,1.0,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.32,1534854600,0.94,cloudy,33.636667,-84.428056,0.0,0.0,,,Overcast,73.0,1534834800,0.0,2.35,222.0,5.73,3.31
ATL,74.06,1.0,partly-cloudy-day,Humid and mostly cloudy throughout the day.,70.96,1534854600,0.94,cloudy,33.636667,-84.428056,0.0,0.0,,1016.11,Overcast,72.66,1534838400,0.0,3.38,231.0,6.98,3.3
ATL,74.09,1.0,partly-cloudy-day,Humid and mostly cloudy throughout the day.,70.73,1534854600,0.94,cloudy,33.636667,-84.428056,0.0,0.0,,1015.74,Overcast,72.72,1534842000,0.0,3.19,215.0,5.75,3.33
ATL,74.66,0.95,partly-cloudy-day,Humid and mostly cloudy throughout the day.,70.86,1534854600,0.92,cloudy,33.636667,-84.428056,0.0,0.0,,1015.98,Overcast,73.31,1534845600,0.0,3.85,216.0,8.02,3.49
ATL,74.91,1.0,partly-cloudy-day,Humid and mostly cloudy throughout the day.,70.94,1534854600,0.92,cloudy,33.636667,-84.428056,0.0,0.0,,1016.39,Overcast,73.55,1534849200,0.0,4.13,221.0,6.29,3.66
ATL,75.27,1.0,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.23,1534854600,0.91,cloudy,33.636667,-84.428056,0.0,0.0,,1017.07,Overcast,73.88,1534852800,0.0,3.52,220.0,6.8,3.51
ATL,76.36,1.0,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.89,1534854600,0.9,cloudy,33.636667,-84.428056,0.0,0.0,,1017.48,Overcast,74.93,1534856400,1.0,3.2,222.0,7.6,4.01
ATL,78.67,0.93,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.9,1534854600,0.83,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1017.34,Mostly Cloudy,77.31,1534860000,2.0,3.04,228.0,9.6,4.53
ATL,79.51,1.0,partly-cloudy-day,Humid and mostly cloudy throughout the day.,71.89,1534854600,0.81,cloudy,33.636667,-84.428056,0.0,0.0,,1017.23,Overcast,78.18,1534863600,3.0,4.11,215.0,8.6,4.69
ATL,81.89,1.0,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.94,1534854600,0.82,cloudy,33.636667,-84.428056,0.0,0.0,,1017.23,Humid and Overcast,78.77,1534867200,4.0,3.75,207.0,8.24,5.19
ATL,86.08,0.76,partly-cloudy-day,Humid and mostly cloudy throughout the day.,73.59,1534854600,0.78,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1016.65,Humid and Mostly Cloudy,80.98,1534870800,6.0,3.39,217.0,11.41,6.17
ATL,89.9,0.75,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.85,1534854600,0.7,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1015.99,Humid and Mostly Cloudy,83.75,1534874400,6.0,4.06,228.0,11.17,6.24
ATL,90.02,0.75,partly-cloudy-day,Humid and mostly cloudy throughout the day.,73.07,1534854600,0.7,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1015.07,Humid and Mostly Cloudy,83.72,1534878000,5.0,3.33,224.0,10.26,5.92
ATL,91.89,0.75,partly-cloudy-day,Humid and mostly cloudy throughout the day.,73.54,1534854600,0.69,partly-cloudy-day,33.636667,-84.428056,0.0056,0.34,rain,1014.26,Humid and Mostly Cloudy,84.77,1534881600,5.0,4.52,229.0,9.77,5.96
ATL,92.5,0.75,partly-cloudy-day,Humid and mostly cloudy throughout the day.,73.04,1534854600,0.66,partly-cloudy-day,33.636667,-84.428056,0.0068,0.26,rain,1013.85,Humid and Mostly Cloudy,85.51,1534885200,3.0,3.89,234.0,9.68,6.39
ATL,92.53,0.55,partly-cloudy-day,Humid and mostly cloudy throughout the day.,73.47,1534854600,0.68,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1013.85,Humid and Partly Cloudy,85.26,1534888800,2.0,3.81,229.0,9.85,6.15
ATL,90.29,0.49,partly-cloudy-day,Humid and mostly cloudy throughout the day.,73.0,1534854600,0.7,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1013.98,Humid and Partly Cloudy,83.94,1534892400,0.0,3.83,219.0,8.83,4.42
ATL,82.85,0.5,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.74,1534854600,0.8,partly-cloudy-day,33.636667,-84.428056,0.0115,0.21,rain,1014.59,Humid and Partly Cloudy,79.32,1534896000,0.0,3.22,235.0,9.54,3.13
ATL,78.03,0.8,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.7,1534854600,0.88,rain,33.636667,-84.428056,0.0323,0.4,rain,1015.1,Light Rain,76.54,1534899600,0.0,3.43,247.0,6.56,2.5
ATL,77.43,0.78,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.86,1534854600,0.9,partly-cloudy-night,33.636667,-84.428056,0.0212,0.38,rain,1015.56,Humid and Mostly Cloudy,75.9,1534903200,0.0,3.85,257.0,4.98,2.12
ATL,77.01,0.83,partly-cloudy-day,Humid and mostly cloudy throughout the day.,72.41,1534854600,0.9,partly-cloudy-night,33.636667,-84.428056,0.0022,0.17,rain,1015.94,Humid and Mostly Cloudy,75.52,1534906800,0.0,3.83,271.0,4.12,2.02
ATL,76.45,0.91,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",71.71,1534941000,0.89,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1016.14,Mostly Cloudy,75.04,1534910400,0.0,2.85,266.0,4.02,2.88
ATL,75.55,0.74,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",71.3,1534941000,0.91,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1015.96,Mostly Cloudy,74.17,1534914000,0.0,3.44,271.0,3.74,2.44
ATL,74.44,0.63,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",70.19,1534941000,0.9,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1015.85,Mostly Cloudy,73.17,1534917600,0.0,4.06,270.0,3.65,2.11
ATL,73.67,0.82,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",69.63,1534941000,0.91,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1015.62,Mostly Cloudy,72.45,1534921200,0.0,3.58,276.0,3.92,2.73
ATL,72.65,0.64,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",69.18,1534941000,0.93,partly-cloudy-night,33.636667,-84.428056,0.0,0.0,,1015.25,Mostly Cloudy,71.46,1534924800,0.0,3.44,287.0,4.28,1.92
ATL,71.66,0.07,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",68.58,1534941000,0.94,clear-night,33.636667,-84.428056,0.0,0.0,,1015.12,Clear,70.51,1534928400,0.0,3.27,286.0,4.56,1.77
ATL,71.0,0.0,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",68.2,1534941000,0.94,clear-night,33.636667,-84.428056,0.0,0.0,,1015.41,Clear,69.87,1534932000,0.0,4.06,292.0,6.36,1.93
ATL,70.63,0.12,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",67.64,1534941000,0.94,clear-night,33.636667,-84.428056,0.0,0.0,,1016.26,Clear,69.58,1534935600,0.0,3.57,293.0,5.61,2.73
ATL,71.83,0.11,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",68.37,1534941000,0.92,clear-day,33.636667,-84.428056,0.0,0.0,,1016.84,Clear,70.73,1534939200,0.0,3.56,285.0,5.41,3.23
ATL,74.64,0.08,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",69.11,1534941000,0.86,clear-day,33.636667,-84.428056,0.0,0.0,,1016.62,Clear,73.54,1534942800,1.0,3.66,303.0,7.2,4.24
ATL,77.68,0.2,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",69.0,1534941000,0.77,clear-day,33.636667,-84.428056,0.0,0.0,,1016.5,Clear,76.68,1534946400,3.0,4.1,306.0,7.42,3.7
ATL,79.78,0.16,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",68.36,1534941000,0.7,clear-day,33.636667,-84.428056,0.0,0.0,,1016.85,Clear,78.88,1534950000,5.0,4.52,316.0,8.88,5.0
ATL,83.49,0.49,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",68.23,1534941000,0.66,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1016.81,Partly Cloudy,80.69,1534953600,6.0,3.24,316.0,8.72,5.23
ATL,85.02,0.73,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",67.51,1534941000,0.61,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1016.5,Mostly Cloudy,82.26,1534957200,6.0,3.59,312.0,11.62,5.38
ATL,85.19,0.75,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",66.72,1534941000,0.59,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1016.18,Mostly Cloudy,82.71,1534960800,6.0,4.88,310.0,10.15,6.98
ATL,85.53,0.74,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",66.42,1534941000,0.57,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1015.78,Mostly Cloudy,83.16,1534964400,5.0,4.22,312.0,12.79,5.97
ATL,83.96,0.75,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",65.76,1534941000,0.58,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1015.75,Mostly Cloudy,81.89,1534968000,4.0,3.84,317.0,12.87,8.01
ATL,83.63,0.56,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",65.19,1534941000,0.57,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1015.66,Partly Cloudy,81.75,1534971600,3.0,4.05,318.0,11.41,6.93
ATL,83.62,0.26,partly-cloudy-day,"Mostly cloudy starting in the afternoon, continuing until evening.",64.59,1534941000,0.56,partly-cloudy-day,33.636667,-84.428056,0.0,0.0,,1015.6,Partly Cloudy,81.95,1534975200,2.0,4.24,322.0,9.85,6.45
