airport,apparentTemperature,cloudCover,daily icon,daily summary,dewPoint,epoch_time,humidity,icon,latitude,longitude,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
ATL,50.4,0.26,rain,Heavy rain starting in the evening.,44.02,1456835400,0.79,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1018.58,Partly Cloudy,50.4,1456808400,0.0,4.57,253.0,1.03,0.06
ATL,48.7,0.35,rain,Heavy rain starting in the evening.,43.89,1456835400,0.83,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1018.72,Partly Cloudy,48.7,1456812000,0.0,3.13,270.0,0.99,0.02
ATL,47.86,0.01,rain,Heavy rain starting in the evening.,43.55,1456835400,0.85,clear-night,33.636667,-84.428056,,0.0,0.0,,1018.45,Clear,47.86,1456815600,0.0,3.88,0.0,0.57,0.01
ATL,46.34,0.0,rain,Heavy rain starting in the evening.,43.04,1456835400,0.88,clear-night,33.636667,-84.428056,,0.0,0.0,,1017.78,Clear,46.34,1456819200,0.0,3.6,312.0,0.51,0.02
ATL,45.7,0.24,rain,Heavy rain starting in the evening.,42.96,1456835400,0.9,clear-night,33.636667,-84.428056,,0.0,0.0,,1017.49,Clear,45.7,1456822800,0.0,2.83,,0.42,0.0
ATL,45.5,0.23,rain,Heavy rain starting in the evening.,43.08,1456835400,0.91,clear-night,33.636667,-84.428056,,0.0,0.0,,1017.5,Clear,45.5,1456826400,0.0,3.88,90.0,0.35,0.02
ATL,45.89,0.59,rain,Heavy rain starting in the evening.,43.43,1456835400,0.91,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1017.85,Partly Cloudy,45.89,1456830000,0.0,4.58,220.0,0.74,0.05
ATL,47.9,0.9,rain,Heavy rain starting in the evening.,44.87,1456835400,0.89,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1018.25,Mostly Cloudy,47.9,1456833600,0.0,3.65,244.0,1.03,0.1
ATL,49.88,1.0,rain,Heavy rain starting in the evening.,46.76,1456835400,0.89,cloudy,33.636667,-84.428056,,0.0,0.0,,1018.59,Overcast,49.88,1456837200,0.0,4.26,232.0,1.74,0.53
ATL,54.53,0.97,rain,Heavy rain starting in the evening.,50.44,1456835400,0.86,cloudy,33.636667,-84.428056,,0.0,0.0,,1018.75,Overcast,54.53,1456840800,1.0,4.03,212.0,3.84,1.61
ATL,60.16,0.33,rain,Heavy rain starting in the evening.,53.71,1456835400,0.79,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1018.16,Partly Cloudy,60.16,1456844400,3.0,4.46,224.0,8.66,3.39
ATL,65.33,0.14,rain,Heavy rain starting in the evening.,53.97,1456835400,0.67,clear-day,33.636667,-84.428056,,0.0,0.0,,1017.47,Clear,65.33,1456848000,4.0,4.12,224.0,11.74,4.16
ATL,68.85,0.28,rain,Heavy rain starting in the evening.,53.05,1456835400,0.57,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1016.98,Partly Cloudy,68.85,1456851600,5.0,3.95,227.0,14.52,5.82
ATL,70.27,0.76,rain,Heavy rain starting in the evening.,52.59,1456835400,0.54,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1016.14,Mostly Cloudy,70.27,1456855200,4.0,4.48,219.0,16.18,5.77
ATL,70.3,0.85,rain,Heavy rain starting in the evening.,52.06,1456835400,0.52,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1014.86,Mostly Cloudy,70.3,1456858800,4.0,4.15,220.0,15.77,6.13
ATL,69.81,0.91,rain,Heavy rain starting in the evening.,50.98,1456835400,0.51,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1014.12,Mostly Cloudy,69.81,1456862400,3.0,4.29,222.0,16.54,5.94
ATL,69.44,0.87,rain,Heavy rain starting in the evening.,50.64,1456835400,0.51,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1013.76,Mostly Cloudy,69.44,1456866000,2.0,4.42,226.0,15.67,5.68
ATL,69.21,0.67,rain,Heavy rain starting in the evening.,51.48,1456835400,0.53,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1012.03,Mostly Cloudy,69.21,1456869600,1.0,4.58,215.0,15.46,5.68
ATL,68.14,0.68,rain,Heavy rain starting in the evening.,51.64,1456835400,0.56,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1011.35,Mostly Cloudy,68.14,1456873200,0.0,4.51,214.0,13.06,4.37
ATL,66.78,0.99,rain,Heavy rain starting in the evening.,52.0,1456835400,0.59,cloudy,33.636667,-84.428056,,0.0,0.0,,1010.48,Overcast,66.78,1456876800,0.0,4.05,199.0,12.79,4.94
ATL,65.09,0.87,rain,Heavy rain starting in the evening.,53.51,1456835400,0.66,partly-cloudy-night,33.636667,-84.428056,,0.0012,0.18,rain,1009.99,Mostly Cloudy,65.09,1456880400,0.0,3.26,201.0,12.02,3.49
ATL,57.44,0.96,rain,Heavy rain starting in the evening.,54.59,1456835400,0.9,rain,33.636667,-84.428056,,0.1491,0.91,rain,1011.66,Rain,57.44,1456884000,0.0,2.43,250.0,13.55,4.33
ATL,55.1,1.0,rain,Heavy rain starting in the evening.,52.95,1456835400,0.92,rain,33.636667,-84.428056,,0.2161,0.98,rain,1012.15,Heavy Rain,55.1,1456887600,0.0,3.97,292.0,14.11,4.08
ATL,52.35,1.0,rain,Heavy rain starting in the evening.,49.66,1456835400,0.91,rain,33.636667,-84.428056,,0.0295,0.99,rain,1012.57,Light Rain,52.35,1456891200,0.0,4.53,302.0,7.79,2.36
ATL,51.23,1.0,partly-cloudy-day,Partly cloudy in the morning.,48.52,1456921800,0.9,cloudy,33.636667,-84.428056,,0.004,0.67,rain,1013.67,Overcast,51.23,1456894800,0.0,4.38,281.0,7.17,2.68
ATL,50.21,1.0,partly-cloudy-day,Partly cloudy in the morning.,47.03,1456921800,0.89,cloudy,33.636667,-84.428056,,0.0005,0.17,rain,1014.51,Overcast,50.21,1456898400,0.0,3.09,286.0,6.68,2.28
ATL,48.58,0.52,partly-cloudy-day,Partly cloudy in the morning.,45.31,1456921800,0.87,partly-cloudy-night,33.636667,-84.428056,,0.0005,0.12,rain,1014.74,Partly Cloudy,49.05,1456902000,0.0,4.43,287.0,7.52,3.02
ATL,46.38,0.21,partly-cloudy-day,Partly cloudy in the morning.,43.79,1456921800,0.87,clear-night,33.636667,-84.428056,,0.0,0.0,,1014.88,Clear,47.48,1456905600,0.0,4.21,302.0,9.25,3.48
ATL,45.26,0.35,partly-cloudy-day,Partly cloudy in the morning.,41.85,1456921800,0.85,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1014.87,Partly Cloudy,46.12,1456909200,0.0,3.85,313.0,10.6,3.04
ATL,41.24,0.42,partly-cloudy-day,Partly cloudy in the morning.,38.56,1456921800,0.82,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1015.81,Partly Cloudy,43.78,1456912800,0.0,3.79,311.0,11.21,4.56
ATL,38.57,0.21,partly-cloudy-day,Partly cloudy in the morning.,36.16,1456921800,0.81,clear-night,33.636667,-84.428056,,0.0,0.0,,1016.62,Clear,41.49,1456916400,0.0,4.38,317.0,10.78,4.55
ATL,36.51,0.73,partly-cloudy-day,Partly cloudy in the morning.,33.99,1456921800,0.8,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1017.37,Mostly Cloudy,39.61,1456920000,0.0,4.2,314.0,10.83,4.4
ATL,35.48,0.77,partly-cloudy-day,Partly cloudy in the morning.,33.14,1456921800,0.79,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1018.65,Mostly Cloudy,38.93,1456923600,0.0,4.56,317.0,11.41,4.68
ATL,35.16,0.85,partly-cloudy-day,Partly cloudy in the morning.,31.85,1456921800,0.74,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1020.23,Mostly Cloudy,39.27,1456927200,1.0,4.25,323.0,15.59,5.61
ATL,36.75,0.57,partly-cloudy-day,Partly cloudy in the morning.,31.37,1456921800,0.7,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1020.49,Partly Cloudy,40.38,1456930800,2.0,4.47,326.0,14.52,5.22
ATL,39.87,0.25,partly-cloudy-day,Partly cloudy in the morning.,31.22,1456921800,0.63,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1020.74,Partly Cloudy,42.78,1456934400,4.0,4.26,318.0,13.02,4.81
ATL,43.14,0.12,partly-cloudy-day,Partly cloudy in the morning.,30.45,1456921800,0.56,clear-day,33.636667,-84.428056,,0.0,0.0,,1020.88,Clear,45.21,1456938000,6.0,4.26,303.0,13.59,4.25
ATL,45.9,0.07,partly-cloudy-day,Partly cloudy in the morning.,29.63,1456921800,0.5,clear-day,33.636667,-84.428056,,0.0,0.0,,1020.43,Clear,47.37,1456941600,6.0,4.46,300.0,13.72,3.91
ATL,47.03,0.0,partly-cloudy-day,Partly cloudy in the morning.,28.78,1456921800,0.45,clear-day,33.636667,-84.428056,,0.0,0.0,,1020.05,Clear,49.24,1456945200,6.0,4.17,310.0,14.01,5.51
ATL,50.84,0.0,partly-cloudy-day,Partly cloudy in the morning.,28.39,1456921800,0.42,clear-day,33.636667,-84.428056,,0.0,0.0,,1019.73,Clear,50.84,1456948800,4.0,4.12,325.0,13.03,5.49
ATL,51.44,0.06,partly-cloudy-day,Partly cloudy in the morning.,27.94,1456921800,0.4,clear-day,33.636667,-84.428056,,0.0,0.0,,1019.77,Clear,51.44,1456952400,2.0,4.64,314.0,12.09,4.15
ATL,51.2,0.06,partly-cloudy-day,Partly cloudy in the morning.,27.47,1456921800,0.4,clear-day,33.636667,-84.428056,,0.0,0.0,,1020.05,Clear,51.2,1456956000,1.0,4.23,321.0,10.02,4.13
ATL,48.88,0.06,partly-cloudy-day,Partly cloudy in the morning.,27.21,1456921800,0.41,clear-day,33.636667,-84.428056,,0.0,0.0,,1020.73,Clear,49.75,1456959600,0.0,4.23,331.0,8.19,3.61
ATL,46.75,0.06,partly-cloudy-day,Partly cloudy in the morning.,27.89,1456921800,0.48,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.9,Clear,46.75,1456963200,0.0,4.04,354.0,3.84,1.24
ATL,43.86,0.03,partly-cloudy-day,Partly cloudy in the morning.,28.03,1456921800,0.53,clear-night,33.636667,-84.428056,,0.0,0.0,,1021.19,Clear,43.86,1456966800,0.0,3.62,1.0,2.59,0.84
ATL,42.11,0.14,partly-cloudy-day,Partly cloudy in the morning.,28.6,1456921800,0.58,clear-night,33.636667,-84.428056,,0.0,0.0,,1021.23,Clear,42.11,1456970400,0.0,4.29,9.0,1.63,0.57
ATL,41.13,0.16,partly-cloudy-day,Partly cloudy in the morning.,28.91,1456921800,0.61,clear-night,33.636667,-84.428056,,0.0,0.0,,1021.19,Clear,41.13,1456974000,0.0,4.2,27.0,1.64,0.54
ATL,39.82,0.0,partly-cloudy-day,Partly cloudy in the morning.,29.04,1456921800,0.65,clear-night,33.636667,-84.428056,,0.0,0.0,,1021.07,Clear,39.82,1456977600,0.0,3.38,359.0,1.12,0.34
ATL,39.02,0.27,rain,"Rain starting in the afternoon, continuing until evening.",29.44,1457008200,0.68,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1020.97,Partly Cloudy,39.02,1456981200,0.0,4.33,331.0,1.1,0.31
ATL,38.26,0.07,rain,"Rain starting in the afternoon, continuing until evening.",29.9,1457008200,0.72,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.72,Clear,38.26,1456984800,0.0,3.58,3.0,1.24,0.06
ATL,37.62,0.03,rain,"Rain starting in the afternoon, continuing until evening.",30.88,1457008200,0.76,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.8,Clear,37.62,1456988400,0.0,4.26,89.0,0.95,0.13
ATL,36.45,0.0,rain,"Rain starting in the afternoon, continuing until evening.",30.41,1457008200,0.78,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.59,Clear,36.45,1456992000,0.0,3.87,41.0,1.28,0.29
ATL,36.53,0.0,rain,"Rain starting in the afternoon, continuing until evening.",30.16,1457008200,0.77,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.21,Clear,36.53,1456995600,0.0,3.13,53.0,1.12,0.21
ATL,37.0,0.25,rain,"Rain starting in the afternoon, continuing until evening.",29.29,1457008200,0.73,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1019.78,Partly Cloudy,37.0,1456999200,0.0,4.35,61.0,2.83,0.95
ATL,36.86,0.14,rain,"Rain starting in the afternoon, continuing until evening.",28.44,1457008200,0.71,clear-night,33.636667,-84.428056,,0.0,0.0,,1019.84,Clear,36.86,1457002800,0.0,4.53,78.0,4.32,1.06
ATL,36.63,0.14,rain,"Rain starting in the afternoon, continuing until evening.",27.92,1457008200,0.7,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.07,Clear,36.63,1457006400,0.0,4.46,72.0,3.44,1.82
ATL,35.78,0.27,rain,"Rain starting in the afternoon, continuing until evening.",28.38,1457008200,0.67,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1020.33,Partly Cloudy,38.31,1457010000,0.0,4.38,93.0,8.44,3.59
ATL,39.46,0.27,rain,"Rain starting in the afternoon, continuing until evening.",29.17,1457008200,0.6,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1020.16,Partly Cloudy,41.96,1457013600,1.0,4.28,109.0,10.98,4.14
ATL,43.65,0.27,rain,"Rain starting in the afternoon, continuing until evening.",30.15,1457008200,0.54,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1020.53,Partly Cloudy,45.73,1457017200,3.0,4.27,124.0,10.96,4.37
ATL,44.58,0.33,rain,"Rain starting in the afternoon, continuing until evening.",30.8,1457008200,0.54,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1018.42,Partly Cloudy,46.73,1457020800,4.0,4.4,122.0,13.31,4.7
ATL,47.18,0.92,rain,"Rain starting in the afternoon, continuing until evening.",31.3,1457008200,0.54,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1018.85,Mostly Cloudy,47.18,1457024400,4.0,4.22,55.0,5.9,1.21
ATL,45.48,1.0,rain,"Rain starting in the afternoon, continuing until evening.",32.94,1457008200,0.61,cloudy,33.636667,-84.428056,,0.0003,0.15,rain,1019.79,Overcast,45.48,1457028000,4.0,3.84,7.0,7.88,2.86
ATL,39.64,1.0,rain,"Rain starting in the afternoon, continuing until evening.",35.96,1457008200,0.87,rain,33.636667,-84.428056,,0.0361,0.9,rain,1017.98,Light Rain,39.64,1457031600,4.0,1.81,26.0,8.18,2.86
ATL,37.91,1.0,rain,"Rain starting in the afternoon, continuing until evening.",36.46,1457008200,0.94,rain,33.636667,-84.428056,,0.1711,0.97,rain,1017.59,Rain,37.91,1457035200,3.0,1.69,70.0,6.17,1.98
ATL,38.3,1.0,rain,"Rain starting in the afternoon, continuing until evening.",37.32,1457008200,0.96,rain,33.636667,-84.428056,,0.1853,0.94,rain,1015.94,Rain,38.3,1457038800,2.0,1.68,90.0,6.95,2.55
ATL,38.84,1.0,rain,"Rain starting in the afternoon, continuing until evening.",37.91,1457008200,0.96,rain,33.636667,-84.428056,,0.0897,0.99,rain,1015.79,Rain,38.84,1457042400,1.0,1.73,87.0,7.04,2.75
ATL,37.16,1.0,rain,"Rain starting in the afternoon, continuing until evening.",38.29,1457008200,0.97,rain,33.636667,-84.428056,,0.0809,0.95,rain,1015.36,Rain,38.99,1457046000,0.0,1.71,94.0,6.9,3.06
ATL,39.25,1.0,rain,"Rain starting in the afternoon, continuing until evening.",38.49,1457008200,0.97,rain,33.636667,-84.428056,,0.0801,0.97,rain,1014.97,Rain,39.25,1457049600,0.0,2.13,93.0,6.37,2.4
ATL,39.26,1.0,rain,"Rain starting in the afternoon, continuing until evening.",38.56,1457008200,0.97,rain,33.636667,-84.428056,,0.0321,0.89,rain,1014.55,Light Rain,39.26,1457053200,0.0,2.67,63.0,7.96,2.42
ATL,39.11,1.0,rain,"Rain starting in the afternoon, continuing until evening.",38.37,1457008200,0.97,cloudy,33.636667,-84.428056,,0.0008,0.13,rain,1014.27,Overcast,39.11,1457056800,0.0,2.58,46.0,6.83,2.74
ATL,38.72,1.0,rain,"Rain starting in the afternoon, continuing until evening.",37.9,1457008200,0.97,cloudy,33.636667,-84.428056,,0.0,0.0,,1014.06,Overcast,38.72,1457060400,0.0,2.24,45.0,6.94,2.95
ATL,38.5,1.0,rain,"Rain starting in the afternoon, continuing until evening.",37.74,1457008200,0.97,fog,33.636667,-84.428056,,0.0,0.0,,1015.13,Foggy,38.5,1457064000,0.0,1.83,33.0,5.31,1.87
ATL,38.18,1.0,partly-cloudy-day,Mostly cloudy until afternoon.,37.53,1457094600,0.97,fog,33.636667,-84.428056,,0.0,0.0,,1014.83,Foggy,38.18,1457067600,0.0,1.47,14.0,6.0,2.7
ATL,38.19,1.0,partly-cloudy-day,Mostly cloudy until afternoon.,37.44,1457094600,0.97,fog,33.636667,-84.428056,,0.0,0.0,,1016.07,Foggy,38.19,1457071200,0.0,1.55,351.0,3.96,1.71
ATL,38.26,1.0,partly-cloudy-day,Mostly cloudy until afternoon.,37.56,1457094600,0.97,fog,33.636667,-84.428056,,0.0,0.0,,1016.0,Foggy,38.26,1457074800,0.0,1.49,354.0,2.06,1.21
ATL,38.4,1.0,partly-cloudy-day,Mostly cloudy until afternoon.,37.68,1457094600,0.97,fog,33.636667,-84.428056,,0.0,0.0,,1015.4,Foggy,38.4,1457078400,0.0,1.69,344.0,2.28,1.06
ATL,38.72,1.0,partly-cloudy-day,Mostly cloudy until afternoon.,37.9,1457094600,0.97,fog,33.636667,-84.428056,,0.0,0.0,,1015.74,Foggy,38.72,1457082000,0.0,1.98,323.0,3.64,1.73
ATL,39.14,1.0,partly-cloudy-day,Mostly cloudy until afternoon.,38.09,1457094600,0.96,cloudy,33.636667,-84.428056,,0.0,0.0,,1015.73,Overcast,39.14,1457085600,0.0,2.01,332.0,2.94,1.25
ATL,39.66,1.0,partly-cloudy-day,Mostly cloudy until afternoon.,38.64,1457094600,0.96,cloudy,33.636667,-84.428056,,0.0,0.0,,1016.59,Overcast,39.66,1457089200,0.0,2.08,317.0,4.23,1.69
ATL,40.03,1.0,partly-cloudy-day,Mostly cloudy until afternoon.,38.81,1457094600,0.95,cloudy,33.636667,-84.428056,,0.0,0.0,,1017.44,Overcast,40.03,1457092800,0.0,2.31,315.0,7.33,2.81
ATL,40.94,0.95,partly-cloudy-day,Mostly cloudy until afternoon.,39.02,1457094600,0.93,cloudy,33.636667,-84.428056,,0.0,0.0,,1017.81,Overcast,40.94,1457096400,0.0,2.95,307.0,6.33,2.59
ATL,39.43,1.0,partly-cloudy-day,Mostly cloudy until afternoon.,38.76,1457094600,0.88,cloudy,33.636667,-84.428056,,0.0,0.0,,1018.69,Overcast,42.04,1457100000,1.0,3.78,321.0,11.29,4.3
ATL,40.62,1.0,partly-cloudy-day,Mostly cloudy until afternoon.,38.33,1457094600,0.82,cloudy,33.636667,-84.428056,,0.0,0.0,,1019.24,Overcast,43.34,1457103600,2.0,3.81,336.0,11.66,4.69
ATL,42.29,1.0,partly-cloudy-day,Mostly cloudy until afternoon.,38.61,1457094600,0.79,cloudy,33.636667,-84.428056,,0.0,0.0,,1020.2,Overcast,44.88,1457107200,3.0,4.26,326.0,11.46,4.88
ATL,44.58,0.96,partly-cloudy-day,Mostly cloudy until afternoon.,38.81,1457094600,0.73,cloudy,33.636667,-84.428056,,0.0,0.0,,1020.53,Overcast,46.87,1457110800,4.0,3.51,318.0,11.85,4.94
ATL,47.47,0.81,partly-cloudy-day,Mostly cloudy until afternoon.,39.13,1457094600,0.68,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1020.35,Mostly Cloudy,49.21,1457114400,4.0,3.55,317.0,11.78,4.71
ATL,51.73,0.35,partly-cloudy-day,Mostly cloudy until afternoon.,39.21,1457094600,0.62,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1019.42,Partly Cloudy,51.73,1457118000,5.0,3.67,314.0,11.02,4.69
ATL,53.62,0.28,partly-cloudy-day,Mostly cloudy until afternoon.,39.05,1457094600,0.58,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1019.13,Partly Cloudy,53.62,1457121600,4.0,4.17,323.0,10.88,4.13
ATL,53.97,0.18,partly-cloudy-day,Mostly cloudy until afternoon.,38.49,1457094600,0.56,clear-day,33.636667,-84.428056,,0.0,0.0,,1018.87,Clear,53.97,1457125200,2.0,4.32,335.0,11.59,5.0
ATL,53.5,0.18,partly-cloudy-day,Mostly cloudy until afternoon.,38.11,1457094600,0.56,clear-day,33.636667,-84.428056,,0.0,0.0,,1019.44,Clear,53.5,1457128800,1.0,4.4,323.0,11.63,4.55
ATL,51.87,0.19,partly-cloudy-day,Mostly cloudy until afternoon.,37.35,1457094600,0.58,clear-day,33.636667,-84.428056,,0.0,0.0,,1019.82,Clear,51.87,1457132400,0.0,4.37,330.0,11.15,4.7
ATL,49.07,0.1,partly-cloudy-day,Mostly cloudy until afternoon.,36.7,1457094600,0.62,clear-night,33.636667,-84.428056,,0.0,0.0,,1019.9,Clear,49.07,1457136000,0.0,3.75,332.0,5.84,2.3
ATL,46.82,0.03,partly-cloudy-day,Mostly cloudy until afternoon.,36.36,1457094600,0.67,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.41,Clear,46.82,1457139600,0.0,4.06,320.0,3.41,1.28
ATL,44.97,0.06,partly-cloudy-day,Mostly cloudy until afternoon.,35.87,1457094600,0.7,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.98,Clear,44.97,1457143200,0.0,4.5,329.0,3.05,1.17
ATL,43.05,0.0,partly-cloudy-day,Mostly cloudy until afternoon.,35.53,1457094600,0.75,clear-night,33.636667,-84.428056,,0.0,0.0,,1021.28,Clear,43.05,1457146800,0.0,4.4,341.0,2.08,0.65
ATL,40.47,0.0,partly-cloudy-day,Mostly cloudy until afternoon.,35.24,1457094600,0.81,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.74,Clear,40.47,1457150400,0.0,4.74,270.0,0.95,0.12
ATL,38.53,0.0,partly-cloudy-night,Mostly cloudy in the evening.,34.68,1457181000,0.86,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.96,Clear,38.53,1457154000,0.0,4.26,293.0,0.94,0.26
ATL,37.52,0.0,partly-cloudy-night,Mostly cloudy in the evening.,34.26,1457181000,0.88,clear-night,33.636667,-84.428056,,0.0,0.0,,1021.1,Clear,37.52,1457157600,0.0,4.99,272.0,0.8,0.16
ATL,36.3,0.0,partly-cloudy-night,Mostly cloudy in the evening.,33.71,1457181000,0.9,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.99,Clear,36.3,1457161200,0.0,4.4,288.0,0.64,0.2
ATL,35.06,0.0,partly-cloudy-night,Mostly cloudy in the evening.,32.97,1457181000,0.92,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.62,Clear,35.06,1457164800,0.0,4.5,18.0,0.41,0.09
ATL,34.24,0.06,partly-cloudy-night,Mostly cloudy in the evening.,32.44,1457181000,0.93,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.73,Clear,34.24,1457168400,0.0,3.79,339.0,0.7,0.09
ATL,33.71,0.0,partly-cloudy-night,Mostly cloudy in the evening.,32.12,1457181000,0.94,clear-night,33.636667,-84.428056,,0.0,0.0,,1021.34,Clear,33.71,1457172000,0.0,3.8,339.0,0.71,0.18
ATL,33.24,0.0,partly-cloudy-night,Mostly cloudy in the evening.,31.8,1457181000,0.94,clear-night,33.636667,-84.428056,,0.0,0.0,,1021.64,Clear,33.24,1457175600,0.0,4.54,21.0,0.68,0.12
ATL,32.94,0.26,partly-cloudy-night,Mostly cloudy in the evening.,31.39,1457181000,0.94,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1022.35,Partly Cloudy,32.94,1457179200,0.0,2.97,353.0,1.13,0.12
ATL,34.66,0.19,partly-cloudy-night,Mostly cloudy in the evening.,32.81,1457181000,0.93,clear-day,33.636667,-84.428056,,0.0,0.0,,1022.8,Clear,34.66,1457182800,0.0,4.9,6.0,1.56,0.28
ATL,41.84,0.06,partly-cloudy-night,Mostly cloudy in the evening.,35.64,1457181000,0.78,clear-day,33.636667,-84.428056,,0.0,0.0,,1023.11,Clear,41.84,1457186400,1.0,3.57,51.0,4.26,1.18
ATL,47.04,0.06,partly-cloudy-night,Mostly cloudy in the evening.,36.91,1457181000,0.68,clear-day,33.636667,-84.428056,,0.0,0.0,,1023.03,Clear,47.04,1457190000,3.0,3.79,78.0,4.31,0.66
ATL,51.46,0.06,partly-cloudy-night,Mostly cloudy in the evening.,37.59,1457181000,0.59,clear-day,33.636667,-84.428056,,0.0,0.0,,1023.06,Clear,51.46,1457193600,5.0,4.8,270.0,5.04,0.78
ATL,54.72,0.06,partly-cloudy-night,Mostly cloudy in the evening.,37.36,1457181000,0.52,clear-day,33.636667,-84.428056,,0.0,0.0,,1022.65,Clear,54.72,1457197200,6.0,4.35,263.0,5.77,0.15
ATL,57.83,0.03,partly-cloudy-night,Mostly cloudy in the evening.,36.66,1457181000,0.45,clear-day,33.636667,-84.428056,,0.0,0.0,,1021.59,Clear,57.83,1457200800,7.0,4.19,162.0,5.97,0.75
ATL,59.98,0.03,partly-cloudy-night,Mostly cloudy in the evening.,34.74,1457181000,0.39,clear-day,33.636667,-84.428056,,0.0,0.0,,1020.13,Clear,59.98,1457204400,6.0,4.52,222.0,6.42,0.74
ATL,61.56,0.06,partly-cloudy-night,Mostly cloudy in the evening.,33.13,1457181000,0.34,clear-day,33.636667,-84.428056,,0.0,0.0,,1019.29,Clear,61.56,1457208000,4.0,3.33,257.0,7.28,1.64
ATL,62.74,0.07,partly-cloudy-night,Mostly cloudy in the evening.,33.0,1457181000,0.33,clear-day,33.636667,-84.428056,,0.0,0.0,,1018.7,Clear,62.74,1457211600,2.0,4.39,253.0,8.13,2.39
ATL,62.78,0.07,partly-cloudy-night,Mostly cloudy in the evening.,33.32,1457181000,0.33,clear-day,33.636667,-84.428056,,0.0,0.0,,1018.23,Clear,62.78,1457215200,1.0,4.36,268.0,6.95,2.52
ATL,61.13,0.06,partly-cloudy-night,Mostly cloudy in the evening.,33.41,1457181000,0.35,clear-day,33.636667,-84.428056,,0.0,0.0,,1018.58,Clear,61.13,1457218800,0.0,3.82,274.0,5.12,1.78
ATL,57.85,0.81,partly-cloudy-night,Mostly cloudy in the evening.,34.54,1457181000,0.41,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1019.39,Mostly Cloudy,57.85,1457222400,0.0,4.25,274.0,2.56,0.87
ATL,55.57,0.65,partly-cloudy-night,Mostly cloudy in the evening.,35.42,1457181000,0.47,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1019.92,Mostly Cloudy,55.57,1457226000,0.0,4.53,303.0,3.06,1.0
ATL,52.33,0.15,partly-cloudy-night,Mostly cloudy in the evening.,36.14,1457181000,0.54,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.34,Clear,52.33,1457229600,0.0,5.02,282.0,1.14,0.31
ATL,49.19,0.19,partly-cloudy-night,Mostly cloudy in the evening.,36.71,1457181000,0.62,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.66,Clear,49.19,1457233200,0.0,5.04,261.0,1.12,0.32
ATL,47.24,0.16,partly-cloudy-night,Mostly cloudy in the evening.,37.13,1457181000,0.68,clear-night,33.636667,-84.428056,,0.0,0.0,,1020.59,Clear,47.24,1457236800,0.0,4.83,265.0,1.11,0.4
