airport,apparentTemperature,cloudCover,daily icon,daily summary,dewPoint,epoch_time,humidity,icon,latitude,longitude,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
ATL,69.1,0.0,partly-cloudy-day,Mostly cloudy until evening.,59.59,1461846600,0.72,clear-night,33.636667,-84.428056,,0.0,0.0,,1014.29,Clear,69.1,1461898800,0.0,3.55,271.0,0.85,0.26
ATL,67.73,0.0,partly-cloudy-night,Partly cloudy starting in the evening.,59.17,1461933000,0.74,clear-night,33.636667,-84.428056,,0.0,0.0,,1014.32,Clear,67.73,1461902400,0.0,3.56,265.0,0.7,0.38
ATL,66.45,0.0,partly-cloudy-night,Partly cloudy starting in the evening.,59.23,1461933000,0.78,clear-night,33.636667,-84.428056,,0.0,0.0,,1014.18,Clear,66.45,1461906000,0.0,2.39,262.0,1.24,0.56
ATL,65.09,0.0,partly-cloudy-night,Partly cloudy starting in the evening.,59.11,1461933000,0.81,clear-night,33.636667,-84.428056,,0.0,0.0,,1013.95,Clear,65.07,1461909600,0.0,2.28,265.0,0.84,0.39
ATL,63.62,0.0,partly-cloudy-night,Partly cloudy starting in the evening.,58.69,1461933000,0.84,clear-night,33.636667,-84.428056,,0.0,0.0,,1013.82,Clear,63.61,1461913200,0.0,2.8,272.0,0.73,0.29
ATL,62.4,0.0,partly-cloudy-night,Partly cloudy starting in the evening.,58.48,1461933000,0.87,clear-night,33.636667,-84.428056,,0.0,0.0,,1014.23,Clear,62.37,1461916800,0.0,2.4,284.0,0.88,0.12
ATL,61.5,0.0,partly-cloudy-night,Partly cloudy starting in the evening.,58.12,1461933000,0.89,clear-night,33.636667,-84.428056,,0.0,0.0,,1014.83,Clear,61.49,1461920400,0.0,3.63,255.0,0.89,0.23
ATL,59.96,0.05,partly-cloudy-night,Partly cloudy starting in the evening.,57.45,1461933000,0.91,clear-night,33.636667,-84.428056,,0.0,0.0,,1015.09,Clear,59.96,1461924000,0.0,2.42,337.0,0.86,0.08
ATL,59.33,0.04,partly-cloudy-night,Partly cloudy starting in the evening.,57.03,1461933000,0.92,clear-day,33.636667,-84.428056,,0.0,0.0,,1015.94,Clear,59.33,1461927600,0.0,3.23,312.0,1.26,0.27
ATL,60.71,0.14,partly-cloudy-night,Partly cloudy starting in the evening.,57.86,1461933000,0.9,clear-day,33.636667,-84.428056,,0.0,0.0,,1016.19,Clear,60.69,1461931200,0.0,3.56,347.0,0.97,0.13
ATL,67.62,0.06,partly-cloudy-night,Partly cloudy starting in the evening.,60.13,1461933000,0.77,clear-day,33.636667,-84.428056,,0.0,0.0,,1016.17,Clear,67.54,1461934800,2.0,4.53,7.0,1.7,0.58
ATL,73.6,0.1,partly-cloudy-night,Partly cloudy starting in the evening.,58.64,1461933000,0.6,clear-day,33.636667,-84.428056,,0.0,0.0,,1015.93,Clear,73.6,1461938400,4.0,4.14,33.0,3.53,0.94
ATL,77.82,0.09,partly-cloudy-night,Partly cloudy starting in the evening.,55.84,1461933000,0.47,clear-day,33.636667,-84.428056,,0.0,0.0,,1016.19,Clear,77.82,1461942000,6.0,4.3,18.0,3.34,1.19
ATL,81.19,0.07,partly-cloudy-night,Partly cloudy starting in the evening.,53.3,1461933000,0.38,clear-day,33.636667,-84.428056,,0.0,0.0,,1015.98,Clear,81.19,1461945600,8.0,10.0,25.0,1.86,0.15
ATL,83.89,0.07,partly-cloudy-night,Partly cloudy starting in the evening.,49.9,1461933000,0.31,clear-day,33.636667,-84.428056,,0.0,0.0,,1015.41,Clear,83.89,1461949200,10.0,4.38,11.0,4.82,1.08
ATL,85.32,0.09,partly-cloudy-night,Partly cloudy starting in the evening.,48.47,1461933000,0.28,clear-day,33.636667,-84.428056,,0.0,0.0,,1014.74,Clear,85.32,1461952800,10.0,3.62,300.0,5.1,0.69
ATL,87.02,0.08,partly-cloudy-night,Partly cloudy starting in the evening.,48.52,1461933000,0.27,clear-day,33.636667,-84.428056,,0.0,0.0,,1013.98,Clear,87.02,1461956400,9.0,3.96,237.0,4.73,0.97
ATL,86.91,0.09,partly-cloudy-night,Partly cloudy starting in the evening.,48.81,1461933000,0.27,clear-day,33.636667,-84.428056,,0.0,0.0,,1013.22,Clear,86.91,1461960000,7.0,4.17,222.0,3.83,0.7
ATL,86.37,0.1,partly-cloudy-night,Partly cloudy starting in the evening.,49.79,1461933000,0.28,clear-day,33.636667,-84.428056,,0.0,0.0,,1013.06,Clear,86.37,1461963600,4.0,3.93,265.0,2.93,0.7
ATL,85.72,0.09,partly-cloudy-night,Partly cloudy starting in the evening.,50.84,1461933000,0.3,clear-day,33.636667,-84.428056,,0.0,0.0,,1013.33,Clear,85.72,1461967200,2.0,4.21,231.0,2.68,0.71
ATL,82.26,0.39,partly-cloudy-night,Partly cloudy starting in the evening.,53.21,1461933000,0.37,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1013.49,Partly Cloudy,82.26,1461970800,0.0,3.67,271.0,1.29,0.59
ATL,78.26,0.39,partly-cloudy-night,Partly cloudy starting in the evening.,55.61,1461933000,0.46,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1013.64,Partly Cloudy,78.26,1461974400,0.0,3.49,314.0,0.98,0.18
ATL,74.33,0.31,partly-cloudy-night,Partly cloudy starting in the evening.,56.27,1461933000,0.53,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1014.03,Partly Cloudy,74.33,1461978000,0.0,4.22,343.0,1.06,0.21
ATL,72.2,0.56,partly-cloudy-night,Partly cloudy starting in the evening.,56.92,1461933000,0.59,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1014.56,Partly Cloudy,72.2,1461981600,0.0,2.78,332.0,1.04,0.29
ATL,69.98,0.04,partly-cloudy-night,Partly cloudy starting in the evening.,57.36,1461933000,0.64,clear-night,33.636667,-84.428056,,0.0,0.0,,1015.15,Clear,69.98,1461985200,0.0,2.87,270.0,0.89,0.05
ATL,69.46,0.15,rain,Rain starting in the evening.,56.61,1462019400,0.64,clear-night,33.636667,-84.428056,,0.0,0.0,,1015.09,Clear,69.46,1461988800,0.0,3.89,328.0,1.0,0.04
ATL,69.03,0.18,rain,Rain starting in the evening.,56.91,1462019400,0.65,clear-night,33.636667,-84.428056,,0.0,0.0,,1014.33,Clear,69.03,1461992400,0.0,3.75,267.0,1.48,0.26
ATL,67.74,0.08,rain,Rain starting in the evening.,57.21,1462019400,0.69,clear-night,33.636667,-84.428056,,0.0,0.0,,1013.53,Clear,67.74,1461996000,0.0,4.38,286.0,1.2,0.23
ATL,66.59,0.38,rain,Rain starting in the evening.,57.57,1462019400,0.73,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1012.4,Partly Cloudy,66.59,1461999600,0.0,4.06,64.0,1.07,0.1
ATL,66.47,0.4,rain,Rain starting in the evening.,57.34,1462019400,0.72,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1012.07,Partly Cloudy,66.47,1462003200,0.0,4.25,16.0,1.32,0.12
ATL,65.82,0.29,rain,Rain starting in the evening.,57.5,1462019400,0.75,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1012.2,Partly Cloudy,65.82,1462006800,0.0,3.85,70.0,0.57,0.04
ATL,64.91,0.08,rain,Rain starting in the evening.,57.57,1462019400,0.77,clear-night,33.636667,-84.428056,,0.0,0.0,,1013.02,Clear,64.91,1462010400,0.0,4.23,139.0,0.59,0.05
ATL,63.85,0.14,rain,Rain starting in the evening.,57.94,1462019400,0.81,clear-day,33.636667,-84.428056,,0.0,0.0,,1013.1,Clear,63.85,1462014000,0.0,3.89,94.0,0.97,0.07
ATL,64.95,0.31,rain,Rain starting in the evening.,58.24,1462019400,0.79,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1013.78,Partly Cloudy,64.95,1462017600,0.0,3.78,89.0,1.42,0.46
ATL,67.99,0.06,rain,Rain starting in the evening.,59.28,1462019400,0.74,clear-day,33.636667,-84.428056,,0.0,0.0,,1014.53,Clear,67.99,1462021200,2.0,4.23,58.0,1.58,0.33
ATL,73.32,0.04,rain,Rain starting in the evening.,60.25,1462019400,0.64,clear-day,33.636667,-84.428056,,0.0,0.0,,1014.82,Clear,73.3,1462024800,4.0,3.16,99.0,3.16,0.68
ATL,79.97,0.34,rain,Rain starting in the evening.,62.21,1462019400,0.55,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1014.77,Partly Cloudy,79.7,1462028400,6.0,3.38,156.0,4.57,2.02
ATL,84.49,0.46,rain,Rain starting in the evening.,63.99,1462019400,0.53,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1014.5,Partly Cloudy,83.07,1462032000,7.0,4.08,174.0,6.02,2.71
ATL,86.05,0.56,rain,Rain starting in the evening.,64.08,1462019400,0.5,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1014.27,Partly Cloudy,84.66,1462035600,7.0,3.06,192.0,9.59,4.34
ATL,85.76,0.62,rain,Rain starting in the evening.,64.44,1462019400,0.52,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1013.1,Mostly Cloudy,84.21,1462039200,7.0,4.2,190.0,10.38,3.42
ATL,84.84,0.73,rain,Rain starting in the evening.,64.96,1462019400,0.55,partly-cloudy-day,33.636667,-84.428056,,0.0005,0.06,rain,1013.19,Mostly Cloudy,83.06,1462042800,6.0,4.01,196.0,7.29,2.51
ATL,85.13,0.62,rain,Rain starting in the evening.,65.8,1462019400,0.56,partly-cloudy-day,33.636667,-84.428056,,0.0004,0.06,rain,1012.19,Mostly Cloudy,83.02,1462046400,5.0,4.71,176.0,6.53,3.12
ATL,85.62,0.44,rain,Rain starting in the evening.,65.65,1462019400,0.55,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1012.04,Partly Cloudy,83.56,1462050000,4.0,4.16,165.0,8.52,2.05
ATL,83.75,0.72,rain,Rain starting in the evening.,65.51,1462019400,0.58,partly-cloudy-day,33.636667,-84.428056,,0.0006,0.07,rain,1011.61,Mostly Cloudy,81.76,1462053600,2.0,4.79,162.0,4.42,2.05
ATL,76.4,0.82,rain,Rain starting in the evening.,65.93,1462019400,0.72,partly-cloudy-day,33.636667,-84.428056,,0.0045,0.36,rain,1012.91,Mostly Cloudy,75.76,1462057200,0.0,2.36,145.0,5.65,1.51
ATL,70.82,0.96,rain,Rain starting in the evening.,65.46,1462019400,0.85,rain,33.636667,-84.428056,,0.041,0.66,rain,1013.64,Light Rain,70.1,1462060800,0.0,3.43,164.0,3.71,0.73
ATL,68.99,0.84,rain,Rain starting in the evening.,65.49,1462019400,0.91,rain,33.636667,-84.428056,,0.0622,0.81,rain,1013.8,Rain,68.19,1462064400,0.0,2.99,162.0,3.26,0.9
ATL,68.2,0.64,rain,Rain starting in the evening.,65.43,1462019400,0.94,rain,33.636667,-84.428056,,0.0474,0.74,rain,1014.34,Light Rain,67.37,1462068000,0.0,3.41,112.0,2.44,0.57
ATL,67.8,0.56,rain,Rain starting in the evening.,65.19,1462019400,0.94,partly-cloudy-night,33.636667,-84.428056,,0.0106,0.4,rain,1014.23,Partly Cloudy,66.99,1462071600,0.0,3.19,107.0,1.7,0.91
ATL,67.97,0.12,fog,Foggy in the morning.,65.36,1462105800,0.94,clear-night,33.636667,-84.428056,,0.0,0.0,,1014.19,Clear,67.13,1462075200,0.0,4.06,128.0,1.81,0.64
ATL,67.89,0.29,fog,Foggy in the morning.,65.45,1462105800,0.95,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1014.54,Partly Cloudy,67.04,1462078800,0.0,3.7,99.0,1.68,0.74
ATL,67.64,0.76,fog,Foggy in the morning.,65.53,1462105800,0.96,partly-cloudy-night,33.636667,-84.428056,,0.0007,0.16,rain,1014.38,Mostly Cloudy,66.76,1462082400,0.0,3.13,86.0,1.79,0.57
ATL,67.42,0.75,fog,Foggy in the morning.,65.73,1462105800,0.97,rain,33.636667,-84.428056,,0.0253,0.68,rain,1014.01,Light Rain,66.5,1462086000,0.0,2.43,124.0,1.89,0.55
ATL,66.93,0.6,fog,Foggy in the morning.,65.25,1462105800,0.97,partly-cloudy-night,33.636667,-84.428056,,0.0164,0.58,rain,1014.25,Mostly Cloudy,66.05,1462089600,0.0,2.15,115.0,1.14,0.33
ATL,66.35,0.29,fog,Foggy in the morning.,64.86,1462105800,0.98,fog,33.636667,-84.428056,,0.0011,0.19,rain,1014.37,Foggy,65.5,1462093200,0.0,1.93,117.0,0.68,0.19
ATL,65.62,0.48,fog,Foggy in the morning.,64.18,1462105800,0.98,fog,33.636667,-84.428056,,0.0,0.0,,1014.96,Foggy,64.84,1462096800,0.0,1.7,100.0,0.81,0.01
ATL,65.5,0.4,fog,Foggy in the morning.,64.0,1462105800,0.97,fog,33.636667,-84.428056,,0.0,0.0,,1015.58,Foggy,64.75,1462100400,0.0,1.58,117.0,1.07,0.21
ATL,66.2,0.71,fog,Foggy in the morning.,64.72,1462105800,0.98,fog,33.636667,-84.428056,,0.0,0.0,,1016.26,Foggy,65.37,1462104000,0.0,1.42,156.0,1.25,0.13
ATL,68.13,0.44,fog,Foggy in the morning.,66.34,1462105800,0.97,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1016.37,Partly Cloudy,67.14,1462107600,2.0,6.93,180.0,0.58,0.13
ATL,73.07,0.4,fog,Foggy in the morning.,68.57,1462105800,0.89,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1016.36,Partly Cloudy,71.99,1462111200,3.0,4.46,210.0,3.36,1.27
ATL,76.73,0.53,fog,Foggy in the morning.,68.86,1462105800,0.79,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1016.44,Partly Cloudy,75.73,1462114800,5.0,4.04,243.0,4.37,1.33
ATL,78.8,0.75,fog,Foggy in the morning.,68.27,1462105800,0.72,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1016.53,Mostly Cloudy,77.91,1462118400,6.0,3.48,220.0,4.62,1.34
ATL,82.16,0.76,fog,Foggy in the morning.,67.29,1462105800,0.66,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1016.19,Mostly Cloudy,79.79,1462122000,6.0,3.85,220.0,4.21,1.77
ATL,82.51,0.74,fog,Foggy in the morning.,68.23,1462105800,0.68,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1015.83,Mostly Cloudy,79.88,1462125600,6.0,4.43,197.0,3.85,1.36
ATL,82.1,0.81,fog,Foggy in the morning.,67.74,1462105800,0.67,partly-cloudy-day,33.636667,-84.428056,,0.0008,0.12,rain,1015.31,Mostly Cloudy,79.65,1462129200,5.0,3.73,220.0,4.24,1.56
ATL,78.85,0.87,fog,Foggy in the morning.,67.23,1462105800,0.69,partly-cloudy-day,33.636667,-84.428056,,0.001,0.15,rain,1015.09,Mostly Cloudy,78.08,1462132800,4.0,4.32,246.0,4.62,1.16
ATL,75.04,0.84,fog,Foggy in the morning.,66.64,1462105800,0.77,partly-cloudy-day,33.636667,-84.428056,,0.0236,0.44,rain,1015.24,Mostly Cloudy,74.29,1462136400,3.0,4.61,191.0,3.51,0.45
ATL,73.44,0.71,fog,Foggy in the morning.,66.75,1462105800,0.82,partly-cloudy-day,33.636667,-84.428056,,0.0146,0.38,rain,1015.64,Mostly Cloudy,72.63,1462140000,2.0,4.06,73.0,1.78,0.14
ATL,72.3,0.64,fog,Foggy in the morning.,67.31,1462105800,0.87,partly-cloudy-day,33.636667,-84.428056,,0.0006,0.17,rain,1015.51,Mostly Cloudy,71.37,1462143600,0.0,4.82,274.0,0.96,0.52
ATL,71.19,0.76,fog,Foggy in the morning.,67.1,1462105800,0.9,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1016.16,Mostly Cloudy,70.25,1462147200,0.0,4.63,273.0,1.37,0.51
ATL,70.13,0.77,fog,Foggy in the morning.,66.92,1462105800,0.93,partly-cloudy-night,33.636667,-84.428056,,0.0004,0.13,rain,1016.65,Mostly Cloudy,69.16,1462150800,0.0,3.77,250.0,1.72,0.84
ATL,68.88,0.61,fog,Foggy in the morning.,65.88,1462105800,0.93,partly-cloudy-night,33.636667,-84.428056,,0.0008,0.1,rain,1016.06,Mostly Cloudy,68.01,1462154400,0.0,4.04,257.0,2.06,0.32
ATL,68.3,0.51,fog,Foggy in the morning.,65.37,1462105800,0.93,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1015.31,Partly Cloudy,67.49,1462158000,0.0,4.41,27.0,1.51,0.17
ATL,67.97,0.32,partly-cloudy-day,Mostly cloudy throughout the day.,65.59,1462192200,0.95,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1015.82,Partly Cloudy,67.1,1462161600,0.0,4.13,194.0,1.16,0.11
ATL,67.18,0.04,partly-cloudy-day,Mostly cloudy throughout the day.,65.05,1462192200,0.96,clear-night,33.636667,-84.428056,,0.0,0.0,,1015.86,Clear,66.35,1462165200,0.0,3.49,200.0,0.98,0.14
ATL,66.54,0.14,partly-cloudy-day,Mostly cloudy throughout the day.,64.5,1462192200,0.96,clear-night,33.636667,-84.428056,,0.0,0.0,,1015.66,Clear,65.77,1462168800,0.0,2.85,354.0,0.66,0.01
ATL,65.8,0.46,partly-cloudy-day,Mostly cloudy throughout the day.,64.11,1462192200,0.97,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1015.33,Partly Cloudy,65.04,1462172400,0.0,3.33,8.0,0.61,0.12
ATL,65.59,0.77,partly-cloudy-day,Mostly cloudy throughout the day.,63.69,1462192200,0.96,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1015.64,Mostly Cloudy,64.89,1462176000,0.0,2.76,89.0,0.62,0.08
ATL,65.83,0.74,partly-cloudy-day,Mostly cloudy throughout the day.,64.12,1462192200,0.97,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1015.65,Mostly Cloudy,65.07,1462179600,0.0,2.45,56.0,1.04,0.03
ATL,66.12,0.84,partly-cloudy-day,Mostly cloudy throughout the day.,64.37,1462192200,0.97,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1015.54,Mostly Cloudy,65.34,1462183200,0.0,2.63,0.0,1.09,0.11
ATL,66.06,0.84,partly-cloudy-day,Mostly cloudy throughout the day.,64.32,1462192200,0.97,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1015.98,Mostly Cloudy,65.29,1462186800,0.0,3.22,0.0,0.7,0.02
ATL,66.5,0.54,partly-cloudy-day,Mostly cloudy throughout the day.,64.74,1462192200,0.97,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1016.37,Partly Cloudy,65.69,1462190400,0.0,3.13,101.0,0.88,0.05
ATL,69.71,0.29,partly-cloudy-day,Mostly cloudy throughout the day.,66.43,1462192200,0.92,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1016.47,Partly Cloudy,68.8,1462194000,2.0,3.44,123.0,1.61,0.42
ATL,74.62,0.06,partly-cloudy-day,Mostly cloudy throughout the day.,67.37,1462192200,0.8,clear-day,33.636667,-84.428056,,0.0,0.0,,1015.96,Clear,73.76,1462197600,4.0,4.29,134.0,2.33,0.64
ATL,78.21,0.24,partly-cloudy-day,Mostly cloudy throughout the day.,67.28,1462192200,0.71,clear-day,33.636667,-84.428056,,0.0,0.0,,1015.84,Clear,77.43,1462201200,6.0,3.82,192.0,4.08,1.65
ATL,81.85,0.69,partly-cloudy-day,Mostly cloudy throughout the day.,66.49,1462192200,0.64,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1015.84,Mostly Cloudy,79.68,1462204800,6.0,4.32,220.0,5.73,2.23
ATL,82.78,0.6,partly-cloudy-day,Mostly cloudy throughout the day.,64.88,1462192200,0.58,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1015.48,Mostly Cloudy,80.98,1462208400,7.0,4.17,230.0,8.57,3.41
ATL,83.62,0.65,partly-cloudy-day,Mostly cloudy throughout the day.,63.81,1462192200,0.54,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1015.09,Mostly Cloudy,82.2,1462212000,7.0,4.03,220.0,11.14,4.02
ATL,83.33,0.6,partly-cloudy-day,Mostly cloudy throughout the day.,63.1,1462192200,0.53,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1014.38,Mostly Cloudy,82.13,1462215600,6.0,4.08,233.0,9.68,3.98
ATL,82.87,0.5,partly-cloudy-day,Mostly cloudy throughout the day.,63.01,1462192200,0.53,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1013.44,Partly Cloudy,81.65,1462219200,5.0,4.07,233.0,8.99,4.24
ATL,82.47,0.46,partly-cloudy-day,Mostly cloudy throughout the day.,63.19,1462192200,0.55,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1012.42,Partly Cloudy,81.15,1462222800,4.0,4.11,233.0,9.17,3.6
ATL,81.4,0.48,partly-cloudy-day,Mostly cloudy throughout the day.,63.64,1462192200,0.58,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1012.0,Partly Cloudy,79.83,1462226400,2.0,3.65,232.0,5.31,2.16
ATL,78.61,0.46,partly-cloudy-day,Mostly cloudy throughout the day.,64.09,1462192200,0.62,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1011.82,Partly Cloudy,78.18,1462230000,1.0,3.56,241.0,4.7,1.9
ATL,76.82,0.55,partly-cloudy-day,Mostly cloudy throughout the day.,64.05,1462192200,0.66,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1012.15,Partly Cloudy,76.39,1462233600,0.0,3.61,244.0,3.76,1.42
ATL,74.95,0.78,partly-cloudy-day,Mostly cloudy throughout the day.,64.31,1462192200,0.71,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1013.03,Mostly Cloudy,74.48,1462237200,0.0,3.51,246.0,4.96,2.22
ATL,72.14,0.87,partly-cloudy-day,Mostly cloudy throughout the day.,64.26,1462192200,0.78,partly-cloudy-night,33.636667,-84.428056,,0.0021,0.36,rain,1013.39,Mostly Cloudy,71.62,1462240800,0.0,2.95,265.0,5.36,1.92
ATL,68.05,0.97,partly-cloudy-day,Mostly cloudy throughout the day.,63.4,1462192200,0.87,cloudy,33.636667,-84.428056,,0.0181,0.59,rain,1013.21,Overcast,67.52,1462244400,0.0,3.89,279.0,2.95,0.87
ATL,66.93,0.85,partly-cloudy-day,Mostly cloudy until evening.,63.72,1462278600,0.91,partly-cloudy-night,33.636667,-84.428056,,0.0071,0.52,rain,1012.62,Mostly Cloudy,66.31,1462248000,0.0,3.76,343.0,1.65,0.51
ATL,66.39,0.83,partly-cloudy-day,Mostly cloudy until evening.,63.58,1462278600,0.93,partly-cloudy-night,33.636667,-84.428056,,0.0028,0.43,rain,1012.39,Mostly Cloudy,65.76,1462251600,0.0,4.05,200.0,0.88,0.2
ATL,66.24,0.75,partly-cloudy-day,Mostly cloudy until evening.,63.58,1462278600,0.93,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1011.9,Mostly Cloudy,65.6,1462255200,0.0,3.07,236.0,1.1,0.36
ATL,65.82,0.77,partly-cloudy-day,Mostly cloudy until evening.,63.24,1462278600,0.93,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1011.29,Mostly Cloudy,65.21,1462258800,0.0,3.84,231.0,1.5,0.49
ATL,65.07,0.64,partly-cloudy-day,Mostly cloudy until evening.,62.85,1462278600,0.94,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1011.14,Mostly Cloudy,64.49,1462262400,0.0,3.22,252.0,1.41,0.64
ATL,64.42,0.49,partly-cloudy-day,Mostly cloudy until evening.,62.45,1462278600,0.95,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1011.11,Partly Cloudy,63.86,1462266000,0.0,3.88,266.0,1.85,1.03
ATL,64.58,0.8,partly-cloudy-day,Mostly cloudy until evening.,62.47,1462278600,0.95,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1011.19,Mostly Cloudy,64.03,1462269600,0.0,3.53,267.0,2.79,1.48
ATL,64.91,1.0,partly-cloudy-day,Mostly cloudy until evening.,62.77,1462278600,0.95,cloudy,33.636667,-84.428056,,0.0,0.0,,1011.59,Overcast,64.33,1462273200,0.0,3.21,268.0,2.57,1.46
ATL,65.7,0.98,partly-cloudy-day,Mostly cloudy until evening.,63.22,1462278600,0.94,cloudy,33.636667,-84.428056,,0.0,0.0,,1012.07,Overcast,65.08,1462276800,0.0,3.94,264.0,2.87,0.97
ATL,67.12,0.88,partly-cloudy-day,Mostly cloudy until evening.,63.84,1462278600,0.91,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1012.08,Mostly Cloudy,66.49,1462280400,1.0,2.73,257.0,3.59,1.51
ATL,68.59,0.89,partly-cloudy-day,Mostly cloudy until evening.,63.79,1462278600,0.86,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1012.49,Mostly Cloudy,68.03,1462284000,3.0,4.46,272.0,6.5,2.71
ATL,70.28,0.83,partly-cloudy-day,Mostly cloudy until evening.,63.68,1462278600,0.81,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1012.61,Mostly Cloudy,69.8,1462287600,4.0,3.83,274.0,5.78,2.79
ATL,71.69,0.89,partly-cloudy-day,Mostly cloudy until evening.,63.14,1462278600,0.75,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1012.52,Mostly Cloudy,71.31,1462291200,5.0,4.34,283.0,7.16,3.0
ATL,72.99,0.85,partly-cloudy-day,Mostly cloudy until evening.,62.6,1462278600,0.71,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1011.99,Mostly Cloudy,72.69,1462294800,5.0,3.51,298.0,7.01,3.11
ATL,73.05,0.86,partly-cloudy-day,Mostly cloudy until evening.,62.52,1462278600,0.7,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1011.38,Mostly Cloudy,72.77,1462298400,5.0,4.47,284.0,7.83,3.15
ATL,74.29,0.96,partly-cloudy-day,Mostly cloudy until evening.,61.28,1462278600,0.64,cloudy,33.636667,-84.428056,,0.0,0.0,,1010.87,Overcast,74.16,1462302000,5.0,3.36,280.0,9.71,3.66
ATL,75.14,0.75,partly-cloudy-day,Mostly cloudy until evening.,59.71,1462278600,0.59,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1010.06,Mostly Cloudy,75.14,1462305600,5.0,3.59,277.0,11.42,4.07
ATL,75.09,0.73,partly-cloudy-day,Mostly cloudy until evening.,57.91,1462278600,0.55,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1009.66,Mostly Cloudy,75.09,1462309200,3.0,3.4,287.0,10.44,3.91
ATL,74.84,0.62,partly-cloudy-day,Mostly cloudy until evening.,57.18,1462278600,0.54,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1009.59,Mostly Cloudy,74.84,1462312800,2.0,4.09,287.0,9.66,3.53
ATL,73.14,0.67,partly-cloudy-day,Mostly cloudy until evening.,55.74,1462278600,0.54,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1009.42,Mostly Cloudy,73.14,1462316400,1.0,4.2,296.0,8.6,3.4
ATL,70.71,0.35,partly-cloudy-day,Mostly cloudy until evening.,54.78,1462278600,0.57,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1009.72,Partly Cloudy,70.71,1462320000,0.0,3.39,297.0,4.38,2.02
ATL,67.51,0.17,partly-cloudy-day,Mostly cloudy until evening.,54.31,1462278600,0.63,clear-night,33.636667,-84.428056,,0.0,0.0,,1010.06,Clear,67.51,1462323600,0.0,4.26,294.0,1.93,0.96
